"SYSTEM", "1", "SYSTEM", "System Start", ""
"main", "272", "PatternIteratorImpl.java:16", "Variable Write", "context=PatternIteratorImpl:1#nextPattern:2, result=DesignPattern:2"
"main", "273", "PatternIteratorImpl.java:16", "Method Exit", "returner=PatternIteratorImpl:1#nextPattern:2, value=DesignPattern:2"
"main", "274", "PatternAggregateImplTest.java:27", "Method Returned", ""
"main", "275", "PatternAggregateImplTest.java:27", "Line Step", "file=PatternAggregateImplTest.java, line=27"
"main", "276", "PatternAggregateImplTest.java:27", "Variable Write", "context=PatternAggregateImplTest#printPatterns:1, designPattern=DesignPattern:2"
"main", "277", "PatternAggregateImplTest.java:28", "Line Step", "file=PatternAggregateImplTest.java, line=28"
"main", "278", "PatternAggregateImplTest.java:28", "Method Call", "caller=PatternAggregateImplTest#printPatterns:1, target=DesignPattern:2#getPatternType:2"
"main", "279", "DesignPattern.java:9", "Method Entered", ""
"main", "280", "DesignPattern.java:10", "Line Step", "file=DesignPattern.java, line=10"
"main", "281", "DesignPattern.java:10", "Field Read", "context=DesignPattern:2, patternType"
"main", "282", "DesignPattern.java:10", "Variable Write", "context=DesignPattern:2#getPatternType:2, result=""Creational"""
"main", "283", "DesignPattern.java:10", "Method Exit", "returner=DesignPattern:2#getPatternType:2, value=""Creational"""
"main", "284", "PatternAggregateImplTest.java:28", "Method Returned", ""
"main", "285", "PatternAggregateImplTest.java:28", "Line Step", "file=PatternAggregateImplTest.java, line=28"
"main", "286", "PatternAggregateImplTest.java:28", "Method Call", "caller=PatternAggregateImplTest#printPatterns:1, target=DesignPattern:2#getPatternName:2"
"main", "287", "DesignPattern.java:12", "Method Entered", ""
"main", "288", "DesignPattern.java:13", "Line Step", "file=DesignPattern.java, line=13"
"main", "289", "DesignPattern.java:13", "Field Read", "context=DesignPattern:2, patternName"
"main", "290", "DesignPattern.java:13", "Variable Write", "context=DesignPattern:2#getPatternName:2, result=""Abstract Factory"""
"main", "291", "DesignPattern.java:13", "Method Exit", "returner=DesignPattern:2#getPatternName:2, value=""Abstract Factory"""
"main", "292", "PatternAggregateImplTest.java:28", "Method Returned", ""
"main", "293", "PatternAggregateImplTest.java:28", "Line Step", "file=PatternAggregateImplTest.java, line=28"
"main", "294", "PatternAggregateImplTest.java:26", "Line Step", "file=PatternAggregateImplTest.java, line=26"
"main", "295", "PatternAggregateImplTest.java:26", "Method Call", "caller=PatternAggregateImplTest#printPatterns:1, target=PatternIteratorImpl:1#isLastPattern:3"
"main", "296", "PatternIteratorImpl.java:19", "Method Entered", ""
"main", "297", "PatternIteratorImpl.java:20", "Line Step", "file=PatternIteratorImpl.java, line=20"
"main", "298", "PatternIteratorImpl.java:20", "Field Read", "context=PatternIteratorImpl:1, position"
"main", "299", "PatternIteratorImpl.java:20", "Field Read", "context=PatternIteratorImpl:1, patternList"
"main", "300", "PatternIteratorImpl.java:21", "Line Step", "file=PatternIteratorImpl.java, line=21"
"main", "301", "PatternIteratorImpl.java:21", "Variable Write", "context=PatternIteratorImpl:1#isLastPattern:3, result=false"
"main", "302", "PatternIteratorImpl.java:21", "Method Exit", "returner=PatternIteratorImpl:1#isLastPattern:3, value=false"
"main", "303", "PatternAggregateImplTest.java:26", "Method Returned", ""
"main", "304", "PatternAggregateImplTest.java:26", "Line Step", "file=PatternAggregateImplTest.java, line=26"
"main", "305", "PatternAggregateImplTest.java:26", "Variable Delete", "method=PatternAggregateImplTest#printPatterns:1 <name=designPattern,type=DesignPattern (id=91),value=<?>,index=2>"
"main", "306", "PatternAggregateImplTest.java:27", "Line Step", "file=PatternAggregateImplTest.java, line=27"
"main", "307", "PatternAggregateImplTest.java:27", "Method Call", "caller=PatternAggregateImplTest#printPatterns:1, target=PatternIteratorImpl:1#nextPattern:3"
"main", "308", "PatternIteratorImpl.java:12", "Method Entered", ""
"main", "309", "PatternIteratorImpl.java:13", "Line Step", "file=PatternIteratorImpl.java, line=13"
"main", "310", "PatternIteratorImpl.java:13", "Field Read", "context=PatternIteratorImpl:1, position"
"main", "311", "PatternIteratorImpl.java:14", "Line Step", "file=PatternIteratorImpl.java, line=14"
"main", "312", "PatternIteratorImpl.java:14", "Field Read", "context=PatternIteratorImpl:1, patternList"
"main", "313", "PatternIteratorImpl.java:14", "Field Read", "context=PatternIteratorImpl:1, position"
"main", "314", "PatternIteratorImpl.java:14", "Field Write", "context=PatternIteratorImpl:1, designPattern=DesignPattern:3"
"main", "315", "PatternIteratorImpl.java:15", "Line Step", "file=PatternIteratorImpl.java, line=15"
"main", "316", "PatternIteratorImpl.java:15", "Field Read", "context=PatternIteratorImpl:1, position"
"main", "317", "PatternIteratorImpl.java:15", "Field Write", "context=PatternIteratorImpl:1, position=3"
"main", "318", "PatternIteratorImpl.java:16", "Line Step", "file=PatternIteratorImpl.java, line=16"
"main", "319", "PatternIteratorImpl.java:16", "Field Read", "context=PatternIteratorImpl:1, designPattern"
"main", "320", "PatternIteratorImpl.java:16", "Variable Write", "context=PatternIteratorImpl:1#nextPattern:3, result=DesignPattern:3"
"main", "321", "PatternIteratorImpl.java:16", "Method Exit", "returner=PatternIteratorImpl:1#nextPattern:3, value=DesignPattern:3"
"main", "322", "PatternAggregateImplTest.java:27", "Method Returned", ""
"main", "323", "PatternAggregateImplTest.java:27", "Line Step", "file=PatternAggregateImplTest.java, line=27"
"main", "324", "PatternAggregateImplTest.java:27", "Variable Write", "context=PatternAggregateImplTest#printPatterns:1, designPattern=DesignPattern:3"
"main", "325", "PatternAggregateImplTest.java:28", "Line Step", "file=PatternAggregateImplTest.java, line=28"
"main", "326", "PatternAggregateImplTest.java:28", "Method Call", "caller=PatternAggregateImplTest#printPatterns:1, target=DesignPattern:3#getPatternType:3"
"main", "327", "DesignPattern.java:9", "Method Entered", ""
"main", "328", "DesignPattern.java:10", "Line Step", "file=DesignPattern.java, line=10"
"main", "329", "DesignPattern.java:10", "Field Read", "context=DesignPattern:3, patternType"
"main", "330", "DesignPattern.java:10", "Variable Write", "context=DesignPattern:3#getPatternType:3, result=""Structural"""
"main", "331", "DesignPattern.java:10", "Method Exit", "returner=DesignPattern:3#getPatternType:3, value=""Structural"""
"main", "332", "PatternAggregateImplTest.java:28", "Method Returned", ""
"main", "333", "PatternAggregateImplTest.java:28", "Line Step", "file=PatternAggregateImplTest.java, line=28"
"main", "334", "PatternAggregateImplTest.java:28", "Method Call", "caller=PatternAggregateImplTest#printPatterns:1, target=DesignPattern:3#getPatternName:3"
"main", "335", "DesignPattern.java:12", "Method Entered", ""
"main", "336", "DesignPattern.java:13", "Line Step", "file=DesignPattern.java, line=13"
"main", "337", "DesignPattern.java:13", "Field Read", "context=DesignPattern:3, patternName"
"main", "338", "DesignPattern.java:13", "Variable Write", "context=DesignPattern:3#getPatternName:3, result=""Adapter"""
"main", "339", "DesignPattern.java:13", "Method Exit", "returner=DesignPattern:3#getPatternName:3, value=""Adapter"""
"main", "340", "PatternAggregateImplTest.java:28", "Method Returned", ""
"main", "341", "PatternAggregateImplTest.java:28", "Line Step", "file=PatternAggregateImplTest.java, line=28"
"main", "342", "PatternAggregateImplTest.java:26", "Line Step", "file=PatternAggregateImplTest.java, line=26"
"main", "343", "PatternAggregateImplTest.java:26", "Method Call", "caller=PatternAggregateImplTest#printPatterns:1, target=PatternIteratorImpl:1#isLastPattern:4"
"main", "344", "PatternIteratorImpl.java:19", "Method Entered", ""
"main", "345", "PatternIteratorImpl.java:20", "Line Step", "file=PatternIteratorImpl.java, line=20"
"main", "346", "PatternIteratorImpl.java:20", "Field Read", "context=PatternIteratorImpl:1, position"
"main", "347", "PatternIteratorImpl.java:20", "Field Read", "context=PatternIteratorImpl:1, patternList"
"main", "348", "PatternIteratorImpl.java:21", "Line Step", "file=PatternIteratorImpl.java, line=21"
"main", "349", "PatternIteratorImpl.java:21", "Variable Write", "context=PatternIteratorImpl:1#isLastPattern:4, result=false"
"main", "350", "PatternIteratorImpl.java:21", "Method Exit", "returner=PatternIteratorImpl:1#isLastPattern:4, value=false"
"main", "351", "PatternAggregateImplTest.java:26", "Method Returned", ""
"main", "352", "PatternAggregateImplTest.java:26", "Line Step", "file=PatternAggregateImplTest.java, line=26"
"main", "353", "PatternAggregateImplTest.java:26", "Variable Delete", "method=PatternAggregateImplTest#printPatterns:1 <name=designPattern,type=DesignPattern (id=91),value=<?>,index=2>"
"main", "354", "PatternAggregateImplTest.java:27", "Line Step", "file=PatternAggregateImplTest.java, line=27"
"main", "355", "PatternAggregateImplTest.java:27", "Method Call", "caller=PatternAggregateImplTest#printPatterns:1, target=PatternIteratorImpl:1#nextPattern:4"
"main", "356", "PatternIteratorImpl.java:12", "Method Entered", ""
"main", "357", "PatternIteratorImpl.java:13", "Line Step", "file=PatternIteratorImpl.java, line=13"
"main", "358", "PatternIteratorImpl.java:13", "Field Read", "context=PatternIteratorImpl:1, position"
"main", "359", "PatternIteratorImpl.java:14", "Line Step", "file=PatternIteratorImpl.java, line=14"
"main", "360", "PatternIteratorImpl.java:14", "Field Read", "context=PatternIteratorImpl:1, patternList"
"main", "361", "PatternIteratorImpl.java:14", "Field Read", "context=PatternIteratorImpl:1, position"
"main", "362", "PatternIteratorImpl.java:14", "Field Write", "context=PatternIteratorImpl:1, designPattern=DesignPattern:4"
"main", "363", "PatternIteratorImpl.java:15", "Line Step", "file=PatternIteratorImpl.java, line=15"
"main", "364", "PatternIteratorImpl.java:15", "Field Read", "context=PatternIteratorImpl:1, position"
"main", "365", "PatternIteratorImpl.java:15", "Field Write", "context=PatternIteratorImpl:1, position=4"
"main", "366", "PatternIteratorImpl.java:16", "Line Step", "file=PatternIteratorImpl.java, line=16"
"main", "367", "PatternIteratorImpl.java:16", "Field Read", "context=PatternIteratorImpl:1, designPattern"
"main", "368", "PatternIteratorImpl.java:16", "Variable Write", "context=PatternIteratorImpl:1#nextPattern:4, result=DesignPattern:4"
"main", "369", "PatternIteratorImpl.java:16", "Method Exit", "returner=PatternIteratorImpl:1#nextPattern:4, value=DesignPattern:4"
"main", "370", "PatternAggregateImplTest.java:27", "Method Returned", ""
"main", "371", "PatternAggregateImplTest.java:27", "Line Step", "file=PatternAggregateImplTest.java, line=27"
"main", "372", "PatternAggregateImplTest.java:27", "Variable Write", "context=PatternAggregateImplTest#printPatterns:1, designPattern=DesignPattern:4"
"main", "373", "PatternAggregateImplTest.java:28", "Line Step", "file=PatternAggregateImplTest.java, line=28"
"main", "374", "PatternAggregateImplTest.java:28", "Method Call", "caller=PatternAggregateImplTest#printPatterns:1, target=DesignPattern:4#getPatternType:4"
"main", "375", "DesignPattern.java:9", "Method Entered", ""
"main", "376", "DesignPattern.java:10", "Line Step", "file=DesignPattern.java, line=10"
"main", "377", "DesignPattern.java:10", "Field Read", "context=DesignPattern:4, patternType"
"main", "378", "DesignPattern.java:10", "Variable Write", "context=DesignPattern:4#getPatternType:4, result=""Structural"""
"main", "379", "DesignPattern.java:10", "Method Exit", "returner=DesignPattern:4#getPatternType:4, value=""Structural"""
"main", "380", "PatternAggregateImplTest.java:28", "Method Returned", ""
"main", "381", "PatternAggregateImplTest.java:28", "Line Step", "file=PatternAggregateImplTest.java, line=28"
"main", "382", "PatternAggregateImplTest.java:28", "Method Call", "caller=PatternAggregateImplTest#printPatterns:1, target=DesignPattern:4#getPatternName:4"
"main", "383", "DesignPattern.java:12", "Method Entered", ""
"main", "384", "DesignPattern.java:13", "Line Step", "file=DesignPattern.java, line=13"
"main", "385", "DesignPattern.java:13", "Field Read", "context=DesignPattern:4, patternName"
"main", "386", "DesignPattern.java:13", "Variable Write", "context=DesignPattern:4#getPatternName:4, result=""Bridge"""
"main", "387", "DesignPattern.java:13", "Method Exit", "returner=DesignPattern:4#getPatternName:4, value=""Bridge"""
"main", "388", "PatternAggregateImplTest.java:28", "Method Returned", ""
"main", "389", "PatternAggregateImplTest.java:28", "Line Step", "file=PatternAggregateImplTest.java, line=28"
"main", "390", "PatternAggregateImplTest.java:26", "Line Step", "file=PatternAggregateImplTest.java, line=26"
"main", "391", "PatternAggregateImplTest.java:26", "Method Call", "caller=PatternAggregateImplTest#printPatterns:1, target=PatternIteratorImpl:1#isLastPattern:5"
"main", "392", "PatternIteratorImpl.java:19", "Method Entered", ""
"main", "393", "PatternIteratorImpl.java:20", "Line Step", "file=PatternIteratorImpl.java, line=20"
"main", "394", "PatternIteratorImpl.java:20", "Field Read", "context=PatternIteratorImpl:1, position"
"main", "395", "PatternIteratorImpl.java:20", "Field Read", "context=PatternIteratorImpl:1, patternList"
"main", "396", "PatternIteratorImpl.java:21", "Line Step", "file=PatternIteratorImpl.java, line=21"
"main", "397", "PatternIteratorImpl.java:21", "Variable Write", "context=PatternIteratorImpl:1#isLastPattern:5, result=false"
"main", "398", "PatternIteratorImpl.java:21", "Method Exit", "returner=PatternIteratorImpl:1#isLastPattern:5, value=false"
"main", "399", "PatternAggregateImplTest.java:26", "Method Returned", ""
"main", "400", "PatternAggregateImplTest.java:26", "Line Step", "file=PatternAggregateImplTest.java, line=26"
"main", "401", "PatternAggregateImplTest.java:26", "Variable Delete", "method=PatternAggregateImplTest#printPatterns:1 <name=designPattern,type=DesignPattern (id=91),value=<?>,index=2>"
"main", "402", "PatternAggregateImplTest.java:27", "Line Step", "file=PatternAggregateImplTest.java, line=27"
"main", "403", "PatternAggregateImplTest.java:27", "Method Call", "caller=PatternAggregateImplTest#printPatterns:1, target=PatternIteratorImpl:1#nextPattern:5"
"main", "404", "PatternIteratorImpl.java:12", "Method Entered", ""
"main", "405", "PatternIteratorImpl.java:13", "Line Step", "file=PatternIteratorImpl.java, line=13"
"main", "406", "PatternIteratorImpl.java:13", "Field Read", "context=PatternIteratorImpl:1, position"
"main", "407", "PatternIteratorImpl.java:14", "Line Step", "file=PatternIteratorImpl.java, line=14"
"main", "408", "PatternIteratorImpl.java:14", "Field Read", "context=PatternIteratorImpl:1, patternList"
"main", "409", "PatternIteratorImpl.java:14", "Field Read", "context=PatternIteratorImpl:1, position"
"main", "410", "PatternIteratorImpl.java:14", "Field Write", "context=PatternIteratorImpl:1, designPattern=DesignPattern:5"
"main", "411", "PatternIteratorImpl.java:15", "Line Step", "file=PatternIteratorImpl.java, line=15"
"main", "412", "PatternIteratorImpl.java:15", "Field Read", "context=PatternIteratorImpl:1, position"
"main", "413", "PatternIteratorImpl.java:15", "Field Write", "context=PatternIteratorImpl:1, position=5"
"main", "414", "PatternIteratorImpl.java:16", "Line Step", "file=PatternIteratorImpl.java, line=16"
"main", "415", "PatternIteratorImpl.java:16", "Field Read", "context=PatternIteratorImpl:1, designPattern"
"main", "416", "PatternIteratorImpl.java:16", "Variable Write", "context=PatternIteratorImpl:1#nextPattern:5, result=DesignPattern:5"
"main", "417", "PatternIteratorImpl.java:16", "Method Exit", "returner=PatternIteratorImpl:1#nextPattern:5, value=DesignPattern:5"
"main", "418", "PatternAggregateImplTest.java:27", "Method Returned", ""
"main", "419", "PatternAggregateImplTest.java:27", "Line Step", "file=PatternAggregateImplTest.java, line=27"
"main", "420", "PatternAggregateImplTest.java:27", "Variable Write", "context=PatternAggregateImplTest#printPatterns:1, designPattern=DesignPattern:5"
"main", "421", "PatternAggregateImplTest.java:28", "Line Step", "file=PatternAggregateImplTest.java, line=28"
"main", "422", "PatternAggregateImplTest.java:28", "Method Call", "caller=PatternAggregateImplTest#printPatterns:1, target=DesignPattern:5#getPatternType:5"
"main", "423", "DesignPattern.java:9", "Method Entered", ""
"main", "424", "DesignPattern.java:10", "Line Step", "file=DesignPattern.java, line=10"
"main", "425", "DesignPattern.java:10", "Field Read", "context=DesignPattern:5, patternType"
"main", "426", "DesignPattern.java:10", "Variable Write", "context=DesignPattern:5#getPatternType:5, result=""Behavioral"""
"main", "427", "DesignPattern.java:10", "Method Exit", "returner=DesignPattern:5#getPatternType:5, value=""Behavioral"""
"main", "428", "PatternAggregateImplTest.java:28", "Method Returned", ""
"main", "429", "PatternAggregateImplTest.java:28", "Line Step", "file=PatternAggregateImplTest.java, line=28"
"main", "430", "PatternAggregateImplTest.java:28", "Method Call", "caller=PatternAggregateImplTest#printPatterns:1, target=DesignPattern:5#getPatternName:5"
"main", "431", "DesignPattern.java:12", "Method Entered", ""
"main", "432", "DesignPattern.java:13", "Line Step", "file=DesignPattern.java, line=13"
"main", "433", "DesignPattern.java:13", "Field Read", "context=DesignPattern:5, patternName"
"main", "434", "DesignPattern.java:13", "Variable Write", "context=DesignPattern:5#getPatternName:5, result=""Chain of Responsibility"""
"main", "435", "DesignPattern.java:13", "Method Exit", "returner=DesignPattern:5#getPatternName:5, value=""Chain of Responsibility"""
"main", "436", "PatternAggregateImplTest.java:28", "Method Returned", ""
"main", "437", "PatternAggregateImplTest.java:28", "Line Step", "file=PatternAggregateImplTest.java, line=28"
"main", "438", "PatternAggregateImplTest.java:26", "Line Step", "file=PatternAggregateImplTest.java, line=26"
"main", "439", "PatternAggregateImplTest.java:26", "Method Call", "caller=PatternAggregateImplTest#printPatterns:1, target=PatternIteratorImpl:1#isLastPattern:6"
"main", "440", "PatternIteratorImpl.java:19", "Method Entered", ""
"main", "441", "PatternIteratorImpl.java:20", "Line Step", "file=PatternIteratorImpl.java, line=20"
"main", "442", "PatternIteratorImpl.java:20", "Field Read", "context=PatternIteratorImpl:1, position"
"main", "443", "PatternIteratorImpl.java:20", "Field Read", "context=PatternIteratorImpl:1, patternList"
"main", "444", "PatternIteratorImpl.java:21", "Line Step", "file=PatternIteratorImpl.java, line=21"
"main", "445", "PatternIteratorImpl.java:21", "Variable Write", "context=PatternIteratorImpl:1#isLastPattern:6, result=false"
"main", "446", "PatternIteratorImpl.java:21", "Method Exit", "returner=PatternIteratorImpl:1#isLastPattern:6, value=false"
"main", "447", "PatternAggregateImplTest.java:26", "Method Returned", ""
"main", "448", "PatternAggregateImplTest.java:26", "Line Step", "file=PatternAggregateImplTest.java, line=26"
"main", "449", "PatternAggregateImplTest.java:26", "Variable Delete", "method=PatternAggregateImplTest#printPatterns:1 <name=designPattern,type=DesignPattern (id=91),value=<?>,index=2>"
"main", "450", "PatternAggregateImplTest.java:27", "Line Step", "file=PatternAggregateImplTest.java, line=27"
"main", "451", "PatternAggregateImplTest.java:27", "Method Call", "caller=PatternAggregateImplTest#printPatterns:1, target=PatternIteratorImpl:1#nextPattern:6"
"main", "452", "PatternIteratorImpl.java:12", "Method Entered", ""
"main", "453", "PatternIteratorImpl.java:13", "Line Step", "file=PatternIteratorImpl.java, line=13"
"main", "454", "PatternIteratorImpl.java:13", "Field Read", "context=PatternIteratorImpl:1, position"
"main", "455", "PatternIteratorImpl.java:14", "Line Step", "file=PatternIteratorImpl.java, line=14"
"main", "456", "PatternIteratorImpl.java:14", "Field Read", "context=PatternIteratorImpl:1, patternList"
"main", "457", "PatternIteratorImpl.java:14", "Field Read", "context=PatternIteratorImpl:1, position"
"main", "458", "PatternIteratorImpl.java:14", "Field Write", "context=PatternIteratorImpl:1, designPattern=DesignPattern:6"
"main", "459", "PatternIteratorImpl.java:15", "Line Step", "file=PatternIteratorImpl.java, line=15"
"main", "460", "PatternIteratorImpl.java:15", "Field Read", "context=PatternIteratorImpl:1, position"
"main", "461", "PatternIteratorImpl.java:15", "Field Write", "context=PatternIteratorImpl:1, position=6"
"main", "462", "PatternIteratorImpl.java:16", "Line Step", "file=PatternIteratorImpl.java, line=16"
"main", "463", "PatternIteratorImpl.java:16", "Field Read", "context=PatternIteratorImpl:1, designPattern"
"main", "464", "PatternIteratorImpl.java:16", "Variable Write", "context=PatternIteratorImpl:1#nextPattern:6, result=DesignPattern:6"
"main", "465", "PatternIteratorImpl.java:16", "Method Exit", "returner=PatternIteratorImpl:1#nextPattern:6, value=DesignPattern:6"
"main", "466", "PatternAggregateImplTest.java:27", "Method Returned", ""
"main", "467", "PatternAggregateImplTest.java:27", "Line Step", "file=PatternAggregateImplTest.java, line=27"
"main", "468", "PatternAggregateImplTest.java:27", "Variable Write", "context=PatternAggregateImplTest#printPatterns:1, designPattern=DesignPattern:6"
"main", "469", "PatternAggregateImplTest.java:28", "Line Step", "file=PatternAggregateImplTest.java, line=28"
"main", "470", "PatternAggregateImplTest.java:28", "Method Call", "caller=PatternAggregateImplTest#printPatterns:1, target=DesignPattern:6#getPatternType:6"
"main", "471", "DesignPattern.java:9", "Method Entered", ""
"main", "472", "DesignPattern.java:10", "Line Step", "file=DesignPattern.java, line=10"
"main", "473", "DesignPattern.java:10", "Field Read", "context=DesignPattern:6, patternType"
"main", "474", "DesignPattern.java:10", "Variable Write", "context=DesignPattern:6#getPatternType:6, result=""Behavioral"""
"main", "475", "DesignPattern.java:10", "Method Exit", "returner=DesignPattern:6#getPatternType:6, value=""Behavioral"""
"main", "476", "PatternAggregateImplTest.java:28", "Method Returned", ""
"main", "477", "PatternAggregateImplTest.java:28", "Line Step", "file=PatternAggregateImplTest.java, line=28"
"main", "478", "PatternAggregateImplTest.java:28", "Method Call", "caller=PatternAggregateImplTest#printPatterns:1, target=DesignPattern:6#getPatternName:6"
"main", "479", "DesignPattern.java:12", "Method Entered", ""
"main", "480", "DesignPattern.java:13", "Line Step", "file=DesignPattern.java, line=13"
"main", "481", "DesignPattern.java:13", "Field Read", "context=DesignPattern:6, patternName"
"main", "482", "DesignPattern.java:13", "Variable Write", "context=DesignPattern:6#getPatternName:6, result=""Iterator"""
"main", "483", "DesignPattern.java:13", "Method Exit", "returner=DesignPattern:6#getPatternName:6, value=""Iterator"""
"main", "484", "PatternAggregateImplTest.java:28", "Method Returned", ""
"main", "485", "PatternAggregateImplTest.java:28", "Line Step", "file=PatternAggregateImplTest.java, line=28"
"main", "486", "PatternAggregateImplTest.java:26", "Line Step", "file=PatternAggregateImplTest.java, line=26"
"main", "487", "PatternAggregateImplTest.java:26", "Method Call", "caller=PatternAggregateImplTest#printPatterns:1, target=PatternIteratorImpl:1#isLastPattern:7"
"main", "488", "PatternIteratorImpl.java:19", "Method Entered", ""
"main", "489", "PatternIteratorImpl.java:20", "Line Step", "file=PatternIteratorImpl.java, line=20"
"main", "490", "PatternIteratorImpl.java:20", "Field Read", "context=PatternIteratorImpl:1, position"
"main", "491", "PatternIteratorImpl.java:20", "Field Read", "context=PatternIteratorImpl:1, patternList"
"main", "492", "PatternIteratorImpl.java:23", "Line Step", "file=PatternIteratorImpl.java, line=23"
"main", "493", "PatternIteratorImpl.java:23", "Variable Write", "context=PatternIteratorImpl:1#isLastPattern:7, result=true"
"main", "494", "PatternIteratorImpl.java:23", "Method Exit", "returner=PatternIteratorImpl:1#isLastPattern:7, value=true"
"main", "495", "PatternAggregateImplTest.java:26", "Method Returned", ""
"main", "496", "PatternAggregateImplTest.java:26", "Line Step", "file=PatternAggregateImplTest.java, line=26"
"main", "497", "PatternAggregateImplTest.java:26", "Variable Delete", "method=PatternAggregateImplTest#printPatterns:1 <name=designPattern,type=DesignPattern (id=91),value=<?>,index=2>"
"main", "498", "PatternAggregateImplTest.java:30", "Line Step", "file=PatternAggregateImplTest.java, line=30"
"main", "499", "PatternAggregateImplTest.java:30", "Method Exit", "returner=PatternAggregateImplTest#printPatterns:1, value=<void>"
"main", "500", "PatternAggregateImplTest.java:18", "Method Returned", ""
"main", "501", "PatternAggregateImplTest.java:19", "Line Step", "file=PatternAggregateImplTest.java, line=19"
"main", "502", "PatternAggregateImplTest.java:19", "Method Call", "caller=PatternAggregateImplTest#main:1, target=PatternAggregateImpl:1#removePattern:1"
"main", "503", "PatternAggregateImpl.java:14", "Method Entered", ""
"main", "504", "PatternAggregateImpl.java:14", "Variable Write", "context=PatternAggregateImpl:1#removePattern:1, designPattern=DesignPattern:1"
"main", "505", "PatternAggregateImpl.java:15", "Line Step", "file=PatternAggregateImpl.java, line=15"
"main", "506", "PatternAggregateImpl.java:15", "Field Read", "context=PatternAggregateImpl:1, patternList"
"main", "507", "PatternAggregateImpl.java:16", "Line Step", "file=PatternAggregateImpl.java, line=16"
"main", "508", "PatternAggregateImpl.java:16", "Method Exit", "returner=PatternAggregateImpl:1#removePattern:1, value=<void>"
"main", "509", "PatternAggregateImplTest.java:19", "Method Returned", ""
"main", "510", "PatternAggregateImplTest.java:20", "Line Step", "file=PatternAggregateImplTest.java, line=20"
"main", "511", "PatternAggregateImplTest.java:20", "Method Call", "caller=PatternAggregateImplTest#main:1, target=PatternAggregateImpl:1#removePattern:2"
"main", "512", "PatternAggregateImpl.java:14", "Method Entered", ""
"main", "513", "PatternAggregateImpl.java:14", "Variable Write", "context=PatternAggregateImpl:1#removePattern:2, designPattern=DesignPattern:2"
"main", "514", "PatternAggregateImpl.java:15", "Line Step", "file=PatternAggregateImpl.java, line=15"
"main", "515", "PatternAggregateImpl.java:15", "Field Read", "context=PatternAggregateImpl:1, patternList"
"main", "516", "PatternAggregateImpl.java:16", "Line Step", "file=PatternAggregateImpl.java, line=16"
"main", "517", "PatternAggregateImpl.java:16", "Method Exit", "returner=PatternAggregateImpl:1#removePattern:2, value=<void>"
"main", "518", "PatternAggregateImplTest.java:20", "Method Returned", ""
"main", "519", "PatternAggregateImplTest.java:21", "Line Step", "file=PatternAggregateImplTest.java, line=21"
"main", "520", "PatternAggregateImplTest.java:22", "Line Step", "file=PatternAggregateImplTest.java, line=22"
"main", "521", "PatternAggregateImplTest.java:22", "Method Call", "caller=PatternAggregateImplTest#main:1, target=PatternAggregateImplTest#printPatterns:2"
"main", "522", "PatternAggregateImplTest.java:24", "Method Entered", ""
"main", "523", "PatternAggregateImplTest.java:24", "Variable Write", "context=PatternAggregateImplTest#printPatterns:2, patternAggregate=PatternAggregateImpl:1"
"main", "524", "PatternAggregateImplTest.java:25", "Line Step", "file=PatternAggregateImplTest.java, line=25"
"main", "525", "PatternAggregateImplTest.java:25", "Method Call", "caller=PatternAggregateImplTest#printPatterns:2, target=PatternAggregateImpl:1#getPatternIterator:2"
"main", "526", "PatternAggregateImpl.java:18", "Method Entered", ""
"main", "527", "PatternAggregateImpl.java:19", "Line Step", "file=PatternAggregateImpl.java, line=19"
"main", "528", "PatternAggregateImpl.java:19", "Field Read", "context=PatternAggregateImpl:1, patternList"
"main", "529", "PatternAggregateImpl.java:19", "New Object", "object=PatternIteratorImpl:2"
"main", "530", "PatternAggregateImpl.java:19", "Method Call", "caller=PatternAggregateImpl:1#getPatternIterator:2, target=PatternIteratorImpl:2#PatternIteratorImpl:2"
"main", "531", "PatternIteratorImpl.java:8", "Method Entered", ""
"main", "532", "PatternIteratorImpl.java:8", "Variable Write", "context=PatternIteratorImpl:2#PatternIteratorImpl:2, patternList=java.util.ArrayList (id=48)"
"main", "533", "PatternIteratorImpl.java:8", "Line Step", "file=PatternIteratorImpl.java, line=8"
"main", "534", "PatternIteratorImpl.java:9", "Line Step", "file=PatternIteratorImpl.java, line=9"
"main", "535", "PatternIteratorImpl.java:9", "Field Write", "context=PatternIteratorImpl:2, patternList=java.util.ArrayList (id=48)"
"main", "536", "PatternIteratorImpl.java:10", "Line Step", "file=PatternIteratorImpl.java, line=10"
"main", "537", "PatternIteratorImpl.java:10", "Method Exit", "returner=PatternIteratorImpl:2#PatternIteratorImpl:2, value=<void>"
"main", "538", "PatternAggregateImpl.java:19", "Method Returned", ""
"main", "539", "PatternAggregateImpl.java:19", "Line Step", "file=PatternAggregateImpl.java, line=19"
"main", "540", "PatternAggregateImpl.java:19", "Variable Write", "context=PatternAggregateImpl:1#getPatternIterator:2, result=PatternIteratorImpl:2"
"main", "541", "PatternAggregateImpl.java:19", "Method Exit", "returner=PatternAggregateImpl:1#getPatternIterator:2, value=PatternIteratorImpl:2"
"main", "542", "PatternAggregateImplTest.java:25", "Method Returned", ""
"main", "543", "PatternAggregateImplTest.java:25", "Line Step", "file=PatternAggregateImplTest.java, line=25"
