SYSTEM," ""1"""," ""SYSTEM"""," ""System Start"""," """"",,,
main," ""3076"""," ""SYSTEM"""," ""Method Entered"""," """"",,,
main," ""3077"""," ""SYSTEM"""," ""Variable Write"""," ""context=CH.ifa.draw.standard.ToolButton:11#CH.ifa.draw.standard.ToolButton:11"," tool=CH.ifa.draw.figures.ScribbleTool:1""",,
main," ""3078"""," ""SYSTEM"""," ""Variable Write"""," ""context=CH.ifa.draw.standard.ToolButton:11#CH.ifa.draw.standard.ToolButton:11"," name=""""Scribble Tool""""""",,
main," ""3079"""," ""SYSTEM"""," ""Variable Write"""," ""context=CH.ifa.draw.standard.ToolButton:11#CH.ifa.draw.standard.ToolButton:11"," iconName=""""/CH/ifa/draw/images/SCRIBBL""""""",,
main," ""3080"""," ""SYSTEM"""," ""Variable Write"""," ""context=CH.ifa.draw.standard.ToolButton:11#CH.ifa.draw.standard.ToolButton:11"," listener=CH.ifa.draw.samples.javadraw.JavaDrawApp:1""",,
main," ""3081"""," ""SYSTEM"""," ""Line Step"""," ""<source unavailable>""",,,
main," ""3082"""," ""SYSTEM"""," ""Method Call"""," ""caller=CH.ifa.draw.standard.ToolButton:11#CH.ifa.draw.standard.ToolButton:11"," target=CH.ifa.draw.util.PaletteButton:11#CH.ifa.draw.util.PaletteButton:11""",,
main," ""3083"""," ""SYSTEM"""," ""Method Entered"""," """"",,,
main," ""3084"""," ""SYSTEM"""," ""Variable Write"""," ""context=CH.ifa.draw.util.PaletteButton:11#CH.ifa.draw.util.PaletteButton:11"," listener=CH.ifa.draw.samples.javadraw.JavaDrawApp:1""",,
main," ""3085"""," ""SYSTEM"""," ""Line Step"""," ""<source unavailable>""",,,
main," ""3086"""," ""SYSTEM"""," ""Line Step"""," ""<source unavailable>""",,,
main," ""3087"""," ""SYSTEM"""," ""Field Write"""," ""context=CH.ifa.draw.util.PaletteButton:11"," fListener=CH.ifa.draw.samples.javadraw.JavaDrawApp:1""",,
main," ""3088"""," ""SYSTEM"""," ""Line Step"""," ""<source unavailable>""",,,
main," ""3089"""," ""SYSTEM"""," ""Field Write"""," ""context=CH.ifa.draw.util.PaletteButton:11"," fOldState=1""",,
main," ""3090"""," ""SYSTEM"""," ""Field Write"""," ""context=CH.ifa.draw.util.PaletteButton:11"," fState=1""",,
main," ""3091"""," ""SYSTEM"""," ""Line Step"""," ""<source unavailable>""",,,
main," ""3092"""," ""SYSTEM"""," ""Line Step"""," ""<source unavailable>""",,,
main," ""3093"""," ""SYSTEM"""," ""Line Step"""," ""<source unavailable>""",,,
main," ""3094"""," ""SYSTEM"""," ""Method Exit"""," ""returner=CH.ifa.draw.util.PaletteButton:11#CH.ifa.draw.util.PaletteButton:11"," value=<void>""",,
main," ""3095"""," ""SYSTEM"""," ""Method Returned"""," """"",,,
main," ""3096"""," ""SYSTEM"""," ""Line Step"""," ""<source unavailable>""",,,
main," ""3097"""," ""SYSTEM"""," ""Method Call"""," ""caller=CH.ifa.draw.standard.ToolButton:11#CH.ifa.draw.standard.ToolButton:11"," target=CH.ifa.draw.util.Iconkit#instance:11""",,
main," ""3098"""," ""SYSTEM"""," ""Method Entered"""," """"",,,
main," ""3099"""," ""SYSTEM"""," ""Line Step"""," ""<source unavailable>""",,,
main," ""3100"""," ""SYSTEM"""," ""Field Read"""," ""context=CH.ifa.draw.util.Iconkit"," fgIconkit""",,
main," ""3101"""," ""SYSTEM"""," ""Variable Write"""," ""context=CH.ifa.draw.util.Iconkit#instance:11"," result=CH.ifa.draw.util.Iconkit:1""",,
main," ""3102"""," ""SYSTEM"""," ""Method Exit"""," ""returner=CH.ifa.draw.util.Iconkit#instance:11"," value=CH.ifa.draw.util.Iconkit:1""",,
main," ""3103"""," ""SYSTEM"""," ""Method Returned"""," """"",,,
main," ""3104"""," ""SYSTEM"""," ""Line Step"""," ""<source unavailable>""",,,
main," ""3105"""," ""SYSTEM"""," ""Variable Write"""," ""context=CH.ifa.draw.standard.ToolButton:11#CH.ifa.draw.standard.ToolButton:11"," kit=CH.ifa.draw.util.Iconkit:1""",,
main," ""3106"""," ""SYSTEM"""," ""Line Step"""," ""<source unavailable>""",,,
main," ""3107"""," ""SYSTEM"""," ""Line Step"""," ""<source unavailable>""",,,
main," ""3108"""," ""SYSTEM"""," ""Variable Write"""," ""context=CH.ifa.draw.standard.ToolButton:11#CH.ifa.draw.standard.ToolButton:11"," im=java.awt.Image[3] (id=509)""",,
main," ""3109"""," ""SYSTEM"""," ""Line Step"""," ""<source unavailable>""",,,
main," ""3110"""," ""SYSTEM"""," ""Method Call"""," ""caller=CH.ifa.draw.standard.ToolButton:11#CH.ifa.draw.standard.ToolButton:11"," target=CH.ifa.draw.util.Iconkit:1#loadImageResource:31""",,
main," ""3111"""," ""SYSTEM"""," ""Method Entered"""," """"",,,
main," ""3112"""," ""SYSTEM"""," ""Variable Write"""," ""context=CH.ifa.draw.util.Iconkit:1#loadImageResource:31"," resourcename=""""/CH/ifa/draw/images/SCRIBBL1.gif""""""",,
main," ""3113"""," ""SYSTEM"""," ""Line Step"""," ""<source unavailable>""",,,
main," ""3114"""," ""SYSTEM"""," ""Variable Write"""," ""context=CH.ifa.draw.util.Iconkit:1#loadImageResource:31"," toolkit=sun.awt.windows.WToolkit (id=191)""",,
main," ""3115"""," ""SYSTEM"""," ""Line Step"""," ""<source unavailable>""",,,
main," ""3116"""," ""SYSTEM"""," ""Variable Write"""," ""context=CH.ifa.draw.util.Iconkit:1#loadImageResource:31"," url=java.net.URL (id=511)""",,
main," ""3117"""," ""SYSTEM"""," ""Line Step"""," ""<source unavailable>""",,,
main," ""3118"""," ""SYSTEM"""," ""Field Read"""," ""context=CH.ifa.draw.util.Iconkit"," fgDebug""",,
main," ""3119"""," ""SYSTEM"""," ""Line Step"""," ""<source unavailable>""",,,
main," ""3120"""," ""SYSTEM"""," ""Variable Write"""," ""context=CH.ifa.draw.util.Iconkit:1#loadImageResource:31"," result=sun.awt.image.ToolkitImage (id=512)""",,
main," ""3121"""," ""SYSTEM"""," ""Method Exit"""," ""returner=CH.ifa.draw.util.Iconkit:1#loadImageResource:31"," value=sun.awt.image.ToolkitImage (id=512)""",,
main," ""3122"""," ""SYSTEM"""," ""Method Returned"""," """"",,,
main," ""3123"""," ""SYSTEM"""," ""Line Step"""," ""<source unavailable>""",,,
main," ""3124"""," ""SYSTEM"""," ""Line Step"""," ""<source unavailable>""",,,
main," ""3125"""," ""SYSTEM"""," ""Method Call"""," ""caller=CH.ifa.draw.standard.ToolButton:11#CH.ifa.draw.standard.ToolButton:11"," target=CH.ifa.draw.util.Iconkit:1#loadImageResource:32""",,
main," ""3126"""," ""SYSTEM"""," ""Method Entered"""," """"",,,
main," ""3127"""," ""SYSTEM"""," ""Variable Write"""," ""context=CH.ifa.draw.util.Iconkit:1#loadImageResource:32"," resourcename=""""/CH/ifa/draw/images/SCRIBBL2.gif""""""",,
main," ""3128"""," ""SYSTEM"""," ""Line Step"""," ""<source unavailable>""",,,
main," ""3129"""," ""SYSTEM"""," ""Variable Write"""," ""context=CH.ifa.draw.util.Iconkit:1#loadImageResource:32"," toolkit=sun.awt.windows.WToolkit (id=191)""",,
main," ""3130"""," ""SYSTEM"""," ""Line Step"""," ""<source unavailable>""",,,
main," ""3131"""," ""SYSTEM"""," ""Variable Write"""," ""context=CH.ifa.draw.util.Iconkit:1#loadImageResource:32"," url=java.net.URL (id=514)""",,
main," ""3132"""," ""SYSTEM"""," ""Line Step"""," ""<source unavailable>""",,,
main," ""3133"""," ""SYSTEM"""," ""Field Read"""," ""context=CH.ifa.draw.util.Iconkit"," fgDebug""",,
main," ""3134"""," ""SYSTEM"""," ""Line Step"""," ""<source unavailable>""",,,
main," ""3135"""," ""SYSTEM"""," ""Variable Write"""," ""context=CH.ifa.draw.util.Iconkit:1#loadImageResource:32"," result=sun.awt.image.ToolkitImage (id=515)""",,
main," ""3136"""," ""SYSTEM"""," ""Method Exit"""," ""returner=CH.ifa.draw.util.Iconkit:1#loadImageResource:32"," value=sun.awt.image.ToolkitImage (id=515)""",,
main," ""3137"""," ""SYSTEM"""," ""Method Returned"""," """"",,,
main," ""3138"""," ""SYSTEM"""," ""Line Step"""," ""<source unavailable>""",,,
main," ""3139"""," ""SYSTEM"""," ""Line Step"""," ""<source unavailable>""",,,
main," ""3140"""," ""SYSTEM"""," ""Method Call"""," ""caller=CH.ifa.draw.standard.ToolButton:11#CH.ifa.draw.standard.ToolButton:11"," target=CH.ifa.draw.util.Iconkit:1#loadImageResource:33""",,
main," ""3141"""," ""SYSTEM"""," ""Method Entered"""," """"",,,
main," ""3142"""," ""SYSTEM"""," ""Variable Write"""," ""context=CH.ifa.draw.util.Iconkit:1#loadImageResource:33"," resourcename=""""/CH/ifa/draw/images/SCRIBBL3.gif""""""",,
main," ""3143"""," ""SYSTEM"""," ""Line Step"""," ""<source unavailable>""",,,
main," ""3144"""," ""SYSTEM"""," ""Variable Write"""," ""context=CH.ifa.draw.util.Iconkit:1#loadImageResource:33"," toolkit=sun.awt.windows.WToolkit (id=191)""",,
main," ""3145"""," ""SYSTEM"""," ""Line Step"""," ""<source unavailable>""",,,
main," ""3146"""," ""SYSTEM"""," ""Variable Write"""," ""context=CH.ifa.draw.util.Iconkit:1#loadImageResource:33"," url=java.net.URL (id=517)""",,
main," ""3147"""," ""SYSTEM"""," ""Line Step"""," ""<source unavailable>""",,,
main," ""3148"""," ""SYSTEM"""," ""Field Read"""," ""context=CH.ifa.draw.util.Iconkit"," fgDebug""",,
main," ""3149"""," ""SYSTEM"""," ""Line Step"""," ""<source unavailable>""",,,
main," ""3150"""," ""SYSTEM"""," ""Variable Write"""," ""context=CH.ifa.draw.util.Iconkit:1#loadImageResource:33"," result=sun.awt.image.ToolkitImage (id=518)""",,
main," ""3151"""," ""SYSTEM"""," ""Method Exit"""," ""returner=CH.ifa.draw.util.Iconkit:1#loadImageResource:33"," value=sun.awt.image.ToolkitImage (id=518)""",,
main," ""3152"""," ""SYSTEM"""," ""Method Returned"""," """"",,,
main," ""3153"""," ""SYSTEM"""," ""Line Step"""," ""<source unavailable>""",,,
main," ""3154"""," ""SYSTEM"""," ""Line Step"""," ""<source unavailable>""",,,
main," ""3155"""," ""SYSTEM"""," ""Variable Write"""," ""context=CH.ifa.draw.standard.ToolButton:11#CH.ifa.draw.standard.ToolButton:11"," tracker=java.awt.MediaTracker (id=519)""",,
main," ""3156"""," ""SYSTEM"""," ""Line Step"""," ""<source unavailable>""",,,
main," ""3157"""," ""SYSTEM"""," ""Variable Write"""," ""context=CH.ifa.draw.standard.ToolButton:11#CH.ifa.draw.standard.ToolButton:11"," i=0""",,
main," ""3158"""," ""SYSTEM"""," ""Line Step"""," ""<source unavailable>""",,,
main," ""3159"""," ""SYSTEM"""," ""Line Step"""," ""<source unavailable>""",,,
main," ""3160"""," ""SYSTEM"""," ""Variable Write"""," ""context=CH.ifa.draw.standard.ToolButton:11#CH.ifa.draw.standard.ToolButton:11"," i=1""",,
main," ""3161"""," ""SYSTEM"""," ""Line Step"""," ""<source unavailable>""",,,
main," ""3162"""," ""SYSTEM"""," ""Line Step"""," ""<source unavailable>""",,,
main," ""3163"""," ""SYSTEM"""," ""Variable Write"""," ""context=CH.ifa.draw.standard.ToolButton:11#CH.ifa.draw.standard.ToolButton:11"," i=2""",,
main," ""3164"""," ""SYSTEM"""," ""Line Step"""," ""<source unavailable>""",,,
main," ""3165"""," ""SYSTEM"""," ""Line Step"""," ""<source unavailable>""",,,
main," ""3166"""," ""SYSTEM"""," ""Variable Delete"""," ""method=CH.ifa.draw.standard.ToolButton:11#CH.ifa.draw.standard.ToolButton:11 <name=i",type=int (id=7),value=<?>,"index=7>"""
main," ""3167"""," ""SYSTEM"""," ""Line Step"""," ""<source unavailable>""",,,
main," ""3168"""," ""SYSTEM"""," ""Line Step"""," ""<source unavailable>""",,,
main," ""3169"""," ""SYSTEM"""," ""Line Step"""," ""<source unavailable>""",,,
main," ""3170"""," ""SYSTEM"""," ""New Object"""," ""object=CH.ifa.draw.util.PaletteIcon:11""",,,
main," ""3171"""," ""SYSTEM"""," ""Method Call"""," ""caller=CH.ifa.draw.standard.ToolButton:11#CH.ifa.draw.standard.ToolButton:11"," target=CH.ifa.draw.util.PaletteIcon:11#CH.ifa.draw.util.PaletteIcon:11""",,
main," ""3172"""," ""SYSTEM"""," ""Method Entered"""," """"",,,
main," ""3173"""," ""SYSTEM"""," ""Variable Write"""," ""context=CH.ifa.draw.util.PaletteIcon:11#CH.ifa.draw.util.PaletteIcon:11"," size=java.awt.Dimension (id=521)""",,
main," ""3174"""," ""SYSTEM"""," ""Variable Write"""," ""context=CH.ifa.draw.util.PaletteIcon:11#CH.ifa.draw.util.PaletteIcon:11"," pressed=sun.awt.image.ToolkitImage (id=515)""",,
main," ""3175"""," ""SYSTEM"""," ""Variable Write"""," ""context=CH.ifa.draw.util.PaletteIcon:11#CH.ifa.draw.util.PaletteIcon:11"," normal=sun.awt.image.ToolkitImage (id=512)""",,
main," ""3176"""," ""SYSTEM"""," ""Variable Write"""," ""context=CH.ifa.draw.util.PaletteIcon:11#CH.ifa.draw.util.PaletteIcon:11"," selected=sun.awt.image.ToolkitImage (id=518)""",,
main," ""3177"""," ""SYSTEM"""," ""Line Step"""," ""<source unavailable>""",,,
main," ""3178"""," ""SYSTEM"""," ""Line Step"""," ""<source unavailable>""",,,
main," ""3179"""," ""SYSTEM"""," ""Field Write"""," ""context=CH.ifa.draw.util.PaletteIcon:11"," fSize=java.awt.Dimension (id=521)""",,
main," ""3180"""," ""SYSTEM"""," ""Line Step"""," ""<source unavailable>""",,,
main," ""3181"""," ""SYSTEM"""," ""Field Write"""," ""context=CH.ifa.draw.util.PaletteIcon:11"," fNormal=sun.awt.image.ToolkitImage (id=512)""",,
main," ""3182"""," ""SYSTEM"""," ""Line Step"""," ""<source unavailable>""",,,
main," ""3183"""," ""SYSTEM"""," ""Field Write"""," ""context=CH.ifa.draw.util.PaletteIcon:11"," fPressed=sun.awt.image.ToolkitImage (id=515)""",,
main," ""3184"""," ""SYSTEM"""," ""Line Step"""," ""<source unavailable>""",,,
main," ""3185"""," ""SYSTEM"""," ""Field Write"""," ""context=CH.ifa.draw.util.PaletteIcon:11"," fSelected=sun.awt.image.ToolkitImage (id=518)""",,
main," ""3186"""," ""SYSTEM"""," ""Line Step"""," ""<source unavailable>""",,,
main," ""3187"""," ""SYSTEM"""," ""Method Exit"""," ""returner=CH.ifa.draw.util.PaletteIcon:11#CH.ifa.draw.util.PaletteIcon:11"," value=<void>""",,
main," ""3188"""," ""SYSTEM"""," ""Method Returned"""," """"",,,
main," ""3189"""," ""SYSTEM"""," ""Line Step"""," ""<source unavailable>""",,,
main," ""3190"""," ""SYSTEM"""," ""Field Write"""," ""context=CH.ifa.draw.standard.ToolButton:11"," fIcon=CH.ifa.draw.util.PaletteIcon:11""",,
main," ""3191"""," ""SYSTEM"""," ""Line Step"""," ""<source unavailable>""",,,
main," ""3192"""," ""SYSTEM"""," ""Field Write"""," ""context=CH.ifa.draw.standard.ToolButton:11"," fTool=CH.ifa.draw.figures.ScribbleTool:1""",,
main," ""3193"""," ""SYSTEM"""," ""Line Step"""," ""<source unavailable>""",,,
main," ""3194"""," ""SYSTEM"""," ""Field Write"""," ""context=CH.ifa.draw.standard.ToolButton:11"," fName=""""Scribble Tool""""""",,
main," ""3195"""," ""SYSTEM"""," ""Line Step"""," ""<source unavailable>""",,,
main," ""3196"""," ""SYSTEM"""," ""Method Exit"""," ""returner=CH.ifa.draw.standard.ToolButton:11#CH.ifa.draw.standard.ToolButton:11"," value=<void>""",,
main," ""3197"""," ""SYSTEM"""," ""Method Returned"""," """"",,,
main," ""3198"""," ""SYSTEM"""," ""Line Step"""," ""<source unavailable>""",,,
main," ""3199"""," ""SYSTEM"""," ""Variable Write"""," ""context=CH.ifa.draw.application.DrawApplication:1#createToolButton:11"," result=CH.ifa.draw.standard.ToolButton:11""",,
main," ""3200"""," ""SYSTEM"""," ""Method Exit"""," ""returner=CH.ifa.draw.application.DrawApplication:1#createToolButton:11"," value=CH.ifa.draw.standard.ToolButton:11""",,
main," ""3201"""," ""SYSTEM"""," ""Method Returned"""," """"",,,
main," ""3202"""," ""SYSTEM"""," ""Line Step"""," ""<source unavailable>""",,,
main," ""3203"""," ""SYSTEM"""," ""Line Step"""," ""<source unavailable>""",,,
main," ""3204"""," ""SYSTEM"""," ""Type Load"""," ""class=CH.ifa.draw.contrib.PolygonTool""",,,
main," ""3205"""," ""SYSTEM"""," ""Method Call"""," ""caller=CH.ifa.draw.samples.javadraw.JavaDrawApp:1#createTools:1"," target=CH.ifa.draw.application.DrawApplication:1#view:12""",,
main," ""3206"""," ""SYSTEM"""," ""Method Entered"""," """"",,,
main," ""3207"""," ""SYSTEM"""," ""Line Step"""," ""<source unavailable>""",,,
main," ""3208"""," ""SYSTEM"""," ""Field Read"""," ""context=CH.ifa.draw.application.DrawApplication:1"," fView""",,
main," ""3209"""," ""SYSTEM"""," ""Variable Write"""," ""context=CH.ifa.draw.application.DrawApplication:1#view:12"," result=CH.ifa.draw.standard.StandardDrawingView:1""",,
main," ""3210"""," ""SYSTEM"""," ""Method Exit"""," ""returner=CH.ifa.draw.application.DrawApplication:1#view:12"," value=CH.ifa.draw.standard.StandardDrawingView:1""",,
main," ""3211"""," ""SYSTEM"""," ""Method Returned"""," """"",,,
main," ""3212"""," ""SYSTEM"""," ""Line Step"""," ""<source unavailable>""",,,
main," ""3213"""," ""SYSTEM"""," ""New Object"""," ""object=CH.ifa.draw.contrib.PolygonTool:1""",,,
main," ""3214"""," ""SYSTEM"""," ""Method Call"""," ""caller=CH.ifa.draw.samples.javadraw.JavaDrawApp:1#createTools:1"," target=CH.ifa.draw.contrib.PolygonTool:1#CH.ifa.draw.contrib.PolygonTool:1""",,
main," ""3215"""," ""SYSTEM"""," ""Method Entered"""," """"",,,
main," ""3216"""," ""SYSTEM"""," ""Variable Write"""," ""context=CH.ifa.draw.contrib.PolygonTool:1#CH.ifa.draw.contrib.PolygonTool:1"," view=CH.ifa.draw.standard.StandardDrawingView:1""",,
main," ""3217"""," ""SYSTEM"""," ""Line Step"""," ""<source unavailable>""",,,
main," ""3218"""," ""SYSTEM"""," ""Method Call"""," ""caller=CH.ifa.draw.contrib.PolygonTool:1#CH.ifa.draw.contrib.PolygonTool:1"," target=CH.ifa.draw.standard.AbstractTool:12#CH.ifa.draw.standard.AbstractTool:12""",,
main," ""3219"""," ""SYSTEM"""," ""Method Entered"""," """"",,,
main," ""3220"""," ""SYSTEM"""," ""Variable Write"""," ""context=CH.ifa.draw.standard.AbstractTool:12#CH.ifa.draw.standard.AbstractTool:12"," itsView=CH.ifa.draw.standard.StandardDrawingView:1""",,
main," ""3221"""," ""SYSTEM"""," ""Line Step"""," ""<source unavailable>""",,,
main," ""3222"""," ""SYSTEM"""," ""Line Step"""," ""<source unavailable>""",,,
main," ""3223"""," ""SYSTEM"""," ""Field Write"""," ""context=CH.ifa.draw.standard.AbstractTool:12"," fView=CH.ifa.draw.standard.StandardDrawingView:1""",,
main," ""3224"""," ""SYSTEM"""," ""Line Step"""," ""<source unavailable>""",,,
main," ""3225"""," ""SYSTEM"""," ""Method Exit"""," ""returner=CH.ifa.draw.standard.AbstractTool:12#CH.ifa.draw.standard.AbstractTool:12"," value=<void>""",,
main," ""3226"""," ""SYSTEM"""," ""Method Returned"""," """"",,,
main," ""3227"""," ""SYSTEM"""," ""Line Step"""," ""<source unavailable>""",,,
main," ""3228"""," ""SYSTEM"""," ""Method Exit"""," ""returner=CH.ifa.draw.contrib.PolygonTool:1#CH.ifa.draw.contrib.PolygonTool:1"," value=<void>""",,
main," ""3229"""," ""SYSTEM"""," ""Method Returned"""," """"",,,
main," ""3230"""," ""SYSTEM"""," ""Line Step"""," ""<source unavailable>""",,,
main," ""3231"""," ""SYSTEM"""," ""Variable Write"""," ""context=CH.ifa.draw.samples.javadraw.JavaDrawApp:1#createTools:1"," tool=CH.ifa.draw.contrib.PolygonTool:1""",,
main," ""3232"""," ""SYSTEM"""," ""Line Step"""," ""<source unavailable>""",,,
main," ""3233"""," ""SYSTEM"""," ""Method Call"""," ""caller=CH.ifa.draw.samples.javadraw.JavaDrawApp:1#createTools:1"," target=CH.ifa.draw.application.DrawApplication:1#createToolButton:12""",,
main," ""3234"""," ""SYSTEM"""," ""Method Entered"""," """"",,,
main," ""3235"""," ""SYSTEM"""," ""Variable Write"""," ""context=CH.ifa.draw.application.DrawApplication:1#createToolButton:12"," tool=CH.ifa.draw.contrib.PolygonTool:1""",,
main," ""3236"""," ""SYSTEM"""," ""Variable Write"""," ""context=CH.ifa.draw.application.DrawApplication:1#createToolButton:12"," toolName=""""Polygon Tool""""""",,
main," ""3237"""," ""SYSTEM"""," ""Variable Write"""," ""context=CH.ifa.draw.application.DrawApplication:1#createToolButton:12"," iconName=""""/CH/ifa/draw/images/POLYGON""""""",,
main," ""3238"""," ""SYSTEM"""," ""Line Step"""," ""<source unavailable>""",,,
main," ""3239"""," ""SYSTEM"""," ""New Object"""," ""object=CH.ifa.draw.standard.ToolButton:12""",,,
main," ""3240"""," ""SYSTEM"""," ""Method Call"""," ""caller=CH.ifa.draw.application.DrawApplication:1#createToolButton:12"," target=CH.ifa.draw.standard.ToolButton:12#CH.ifa.draw.standard.ToolButton:12""",,
main," ""3241"""," ""SYSTEM"""," ""Method Entered"""," """"",,,
main," ""3242"""," ""SYSTEM"""," ""Variable Write"""," ""context=CH.ifa.draw.standard.ToolButton:12#CH.ifa.draw.standard.ToolButton:12"," tool=CH.ifa.draw.contrib.PolygonTool:1""",,
main," ""3243"""," ""SYSTEM"""," ""Variable Write"""," ""context=CH.ifa.draw.standard.ToolButton:12#CH.ifa.draw.standard.ToolButton:12"," name=""""Polygon Tool""""""",,
main," ""3244"""," ""SYSTEM"""," ""Variable Write"""," ""context=CH.ifa.draw.standard.ToolButton:12#CH.ifa.draw.standard.ToolButton:12"," iconName=""""/CH/ifa/draw/images/POLYGON""""""",,
main," ""3245"""," ""SYSTEM"""," ""Variable Write"""," ""context=CH.ifa.draw.standard.ToolButton:12#CH.ifa.draw.standard.ToolButton:12"," listener=CH.ifa.draw.samples.javadraw.JavaDrawApp:1""",,
main," ""3246"""," ""SYSTEM"""," ""Line Step"""," ""<source unavailable>""",,,
main," ""3247"""," ""SYSTEM"""," ""Method Call"""," ""caller=CH.ifa.draw.standard.ToolButton:12#CH.ifa.draw.standard.ToolButton:12"," target=CH.ifa.draw.util.PaletteButton:12#CH.ifa.draw.util.PaletteButton:12""",,
main," ""3248"""," ""SYSTEM"""," ""Method Entered"""," """"",,,
main," ""3249"""," ""SYSTEM"""," ""Variable Write"""," ""context=CH.ifa.draw.util.PaletteButton:12#CH.ifa.draw.util.PaletteButton:12"," listener=CH.ifa.draw.samples.javadraw.JavaDrawApp:1""",,
main," ""3250"""," ""SYSTEM"""," ""Line Step"""," ""<source unavailable>""",,,
main," ""3251"""," ""SYSTEM"""," ""Line Step"""," ""<source unavailable>""",,,
main," ""3252"""," ""SYSTEM"""," ""Field Write"""," ""context=CH.ifa.draw.util.PaletteButton:12"," fListener=CH.ifa.draw.samples.javadraw.JavaDrawApp:1""",,
main," ""3253"""," ""SYSTEM"""," ""Line Step"""," ""<source unavailable>""",,,
main," ""3254"""," ""SYSTEM"""," ""Field Write"""," ""context=CH.ifa.draw.util.PaletteButton:12"," fOldState=1""",,
main," ""3255"""," ""SYSTEM"""," ""Field Write"""," ""context=CH.ifa.draw.util.PaletteButton:12"," fState=1""",,
main," ""3256"""," ""SYSTEM"""," ""Line Step"""," ""<source unavailable>""",,,
main," ""3257"""," ""SYSTEM"""," ""Line Step"""," ""<source unavailable>""",,,
main," ""3258"""," ""SYSTEM"""," ""Line Step"""," ""<source unavailable>""",,,
main," ""3259"""," ""SYSTEM"""," ""Method Exit"""," ""returner=CH.ifa.draw.util.PaletteButton:12#CH.ifa.draw.util.PaletteButton:12"," value=<void>""",,
main," ""3260"""," ""SYSTEM"""," ""Method Returned"""," """"",,,
main," ""3261"""," ""SYSTEM"""," ""Line Step"""," ""<source unavailable>""",,,
main," ""3262"""," ""SYSTEM"""," ""Method Call"""," ""caller=CH.ifa.draw.standard.ToolButton:12#CH.ifa.draw.standard.ToolButton:12"," target=CH.ifa.draw.util.Iconkit#instance:12""",,
main," ""3263"""," ""SYSTEM"""," ""Method Entered"""," """"",,,
main," ""3264"""," ""SYSTEM"""," ""Line Step"""," ""<source unavailable>""",,,
main," ""3265"""," ""SYSTEM"""," ""Field Read"""," ""context=CH.ifa.draw.util.Iconkit"," fgIconkit""",,
main," ""3266"""," ""SYSTEM"""," ""Variable Write"""," ""context=CH.ifa.draw.util.Iconkit#instance:12"," result=CH.ifa.draw.util.Iconkit:1""",,
main," ""3267"""," ""SYSTEM"""," ""Method Exit"""," ""returner=CH.ifa.draw.util.Iconkit#instance:12"," value=CH.ifa.draw.util.Iconkit:1""",,
main," ""3268"""," ""SYSTEM"""," ""Method Returned"""," """"",,,
main," ""3269"""," ""SYSTEM"""," ""Line Step"""," ""<source unavailable>""",,,
main," ""3270"""," ""SYSTEM"""," ""Variable Write"""," ""context=CH.ifa.draw.standard.ToolButton:12#CH.ifa.draw.standard.ToolButton:12"," kit=CH.ifa.draw.util.Iconkit:1""",,
main," ""3271"""," ""SYSTEM"""," ""Line Step"""," ""<source unavailable>""",,,
main," ""3272"""," ""SYSTEM"""," ""Line Step"""," ""<source unavailable>""",,,
main," ""3273"""," ""SYSTEM"""," ""Variable Write"""," ""context=CH.ifa.draw.standard.ToolButton:12#CH.ifa.draw.standard.ToolButton:12"," im=java.awt.Image[3] (id=528)""",,
main," ""3274"""," ""SYSTEM"""," ""Line Step"""," ""<source unavailable>""",,,
main," ""3275"""," ""SYSTEM"""," ""Method Call"""," ""caller=CH.ifa.draw.standard.ToolButton:12#CH.ifa.draw.standard.ToolButton:12"," target=CH.ifa.draw.util.Iconkit:1#loadImageResource:34""",,
main," ""3276"""," ""SYSTEM"""," ""Method Entered"""," """"",,,
main," ""3277"""," ""SYSTEM"""," ""Variable Write"""," ""context=CH.ifa.draw.util.Iconkit:1#loadImageResource:34"," resourcename=""""/CH/ifa/draw/images/POLYGON1.gif""""""",,
main," ""3278"""," ""SYSTEM"""," ""Line Step"""," ""<source unavailable>""",,,
main," ""3279"""," ""SYSTEM"""," ""Variable Write"""," ""context=CH.ifa.draw.util.Iconkit:1#loadImageResource:34"," toolkit=sun.awt.windows.WToolkit (id=191)""",,
main," ""3280"""," ""SYSTEM"""," ""Line Step"""," ""<source unavailable>""",,,
main," ""3281"""," ""SYSTEM"""," ""Variable Write"""," ""context=CH.ifa.draw.util.Iconkit:1#loadImageResource:34"," url=java.net.URL (id=530)""",,
main," ""3282"""," ""SYSTEM"""," ""Line Step"""," ""<source unavailable>""",,,
main," ""3283"""," ""SYSTEM"""," ""Field Read"""," ""context=CH.ifa.draw.util.Iconkit"," fgDebug""",,
main," ""3284"""," ""SYSTEM"""," ""Line Step"""," ""<source unavailable>""",,,
main," ""3285"""," ""SYSTEM"""," ""Variable Write"""," ""context=CH.ifa.draw.util.Iconkit:1#loadImageResource:34"," result=sun.awt.image.ToolkitImage (id=531)""",,
main," ""3286"""," ""SYSTEM"""," ""Method Exit"""," ""returner=CH.ifa.draw.util.Iconkit:1#loadImageResource:34"," value=sun.awt.image.ToolkitImage (id=531)""",,
main," ""3287"""," ""SYSTEM"""," ""Method Returned"""," """"",,,
main," ""3288"""," ""SYSTEM"""," ""Line Step"""," ""<source unavailable>""",,,
main," ""3289"""," ""SYSTEM"""," ""Line Step"""," ""<source unavailable>""",,,
