x,m,y,n,w,n,z,p,y,w,n,w,z
BirdDemo,main,PlasticToyDuck:1,squeak,BirdAdapter:1,squeak,Sparrow:1,makeSound,PlasticToyDuck:1,BirdAdapter:1,squeak,BirdAdapter:1,Sparrow:1
