x,m,y,n,w,n,z,p,y,w,n,w,z
Boat_Captain,main,Captain:1,move,BattleFishingBoat:1,move,FishingBoat:1,sail,Captain:1,BattleFishingBoat:1,move,BattleFishingBoat:1,FishingBoat:1
