x,m,y,n,y,n,z,q,x,m,y,p,y,p,w,r,y,n,z,y,p,w
CheesePizza:1,addIngredients,GourmetToppingFactory:1,createCheese,GourmetToppingFactory:1,createCheese,GoatCheese:1,GoatCheese,CheesePizza:1,addIngredients,GourmetToppingFactory:1,createSauce,GourmetToppingFactory:1,createSauce,CaliforniaOilSauce:1,CaliforniaOilSauce,GourmetToppingFactory:1,createCheese,GoatCheese:1,GourmetToppingFactory:1,createSauce,CaliforniaOilSauce:1
CheesePizza:1,addIngredients,GourmetToppingFactory:1,createSauce,GourmetToppingFactory:1,createSauce,CaliforniaOilSauce:1,CaliforniaOilSauce,CheesePizza:1,addIngredients,GourmetToppingFactory:1,createCheese,GourmetToppingFactory:1,createCheese,GoatCheese:1,GoatCheese,GourmetToppingFactory:1,createSauce,CaliforniaOilSauce:1,GourmetToppingFactory:1,createCheese,GoatCheese:1
VeggiePizza:1,addIngredients,GourmetToppingFactory:2,createCheese,GourmetToppingFactory:2,createCheese,GoatCheese:2,GoatCheese,VeggiePizza:1,addIngredients,GourmetToppingFactory:2,createSauce,GourmetToppingFactory:2,createSauce,CaliforniaOilSauce:2,CaliforniaOilSauce,GourmetToppingFactory:2,createCheese,GoatCheese:2,GourmetToppingFactory:2,createSauce,CaliforniaOilSauce:2
VeggiePizza:1,addIngredients,GourmetToppingFactory:2,createSauce,GourmetToppingFactory:2,createSauce,CaliforniaOilSauce:2,CaliforniaOilSauce,VeggiePizza:1,addIngredients,GourmetToppingFactory:2,createCheese,GourmetToppingFactory:2,createCheese,GoatCheese:2,GoatCheese,GourmetToppingFactory:2,createSauce,CaliforniaOilSauce:2,GourmetToppingFactory:2,createCheese,GoatCheese:2
