x,m,y,n,w,n,z,p,y,w,n,w,z
CH.ifa.draw.standard.StandardDrawingView:1,mousePressed,CH.ifa.draw.standard.CreationTool:2,mouseDown,CH.ifa.draw.standard.SelectionTool:1,mouseDown,CH.ifa.draw.standard.SelectAreaTracker:9,mouseDown,CH.ifa.draw.standard.CreationTool:2,CH.ifa.draw.standard.SelectionTool:1,mouseDown,CH.ifa.draw.standard.SelectionTool:1,CH.ifa.draw.standard.SelectAreaTracker:9
CH.ifa.draw.standard.StandardDrawingView:1,mouseReleased,CH.ifa.draw.standard.CreationTool:2,mouseUp,CH.ifa.draw.standard.SelectionTool:1,mouseUp,CH.ifa.draw.standard.SelectAreaTracker:1,mouseUp,CH.ifa.draw.standard.CreationTool:2,CH.ifa.draw.standard.SelectionTool:1,mouseUp,CH.ifa.draw.standard.SelectionTool:1,CH.ifa.draw.standard.SelectAreaTracker:1
CH.ifa.draw.standard.StandardDrawingView:1,mouseReleased,CH.ifa.draw.standard.CreationTool:2,mouseUp,CH.ifa.draw.standard.SelectionTool:1,mouseUp,CH.ifa.draw.standard.SelectAreaTracker:10,mouseUp,CH.ifa.draw.standard.CreationTool:2,CH.ifa.draw.standard.SelectionTool:1,mouseUp,CH.ifa.draw.standard.SelectionTool:1,CH.ifa.draw.standard.SelectAreaTracker:10
CH.ifa.draw.standard.StandardDrawingView:1,mouseReleased,CH.ifa.draw.standard.CreationTool:2,mouseUp,CH.ifa.draw.standard.SelectionTool:1,mouseUp,CH.ifa.draw.standard.SelectAreaTracker:11,mouseUp,CH.ifa.draw.standard.CreationTool:2,CH.ifa.draw.standard.SelectionTool:1,mouseUp,CH.ifa.draw.standard.SelectionTool:1,CH.ifa.draw.standard.SelectAreaTracker:11
CH.ifa.draw.standard.StandardDrawingView:1,mouseReleased,CH.ifa.draw.standard.CreationTool:2,mouseUp,CH.ifa.draw.standard.SelectionTool:1,mouseUp,CH.ifa.draw.standard.SelectAreaTracker:12,mouseUp,CH.ifa.draw.standard.CreationTool:2,CH.ifa.draw.standard.SelectionTool:1,mouseUp,CH.ifa.draw.standard.SelectionTool:1,CH.ifa.draw.standard.SelectAreaTracker:12
CH.ifa.draw.standard.StandardDrawingView:1,mouseReleased,CH.ifa.draw.standard.CreationTool:2,mouseUp,CH.ifa.draw.standard.SelectionTool:1,mouseUp,CH.ifa.draw.standard.SelectAreaTracker:13,mouseUp,CH.ifa.draw.standard.CreationTool:2,CH.ifa.draw.standard.SelectionTool:1,mouseUp,CH.ifa.draw.standard.SelectionTool:1,CH.ifa.draw.standard.SelectAreaTracker:13
CH.ifa.draw.standard.StandardDrawingView:1,mouseReleased,CH.ifa.draw.standard.CreationTool:2,mouseUp,CH.ifa.draw.standard.SelectionTool:1,mouseUp,CH.ifa.draw.standard.SelectAreaTracker:14,mouseUp,CH.ifa.draw.standard.CreationTool:2,CH.ifa.draw.standard.SelectionTool:1,mouseUp,CH.ifa.draw.standard.SelectionTool:1,CH.ifa.draw.standard.SelectAreaTracker:14
CH.ifa.draw.standard.StandardDrawingView:1,mouseReleased,CH.ifa.draw.standard.CreationTool:2,mouseUp,CH.ifa.draw.standard.SelectionTool:1,mouseUp,CH.ifa.draw.standard.SelectAreaTracker:2,mouseUp,CH.ifa.draw.standard.CreationTool:2,CH.ifa.draw.standard.SelectionTool:1,mouseUp,CH.ifa.draw.standard.SelectionTool:1,CH.ifa.draw.standard.SelectAreaTracker:2
CH.ifa.draw.standard.StandardDrawingView:1,mouseReleased,CH.ifa.draw.standard.CreationTool:2,mouseUp,CH.ifa.draw.standard.SelectionTool:1,mouseUp,CH.ifa.draw.standard.SelectAreaTracker:3,mouseUp,CH.ifa.draw.standard.CreationTool:2,CH.ifa.draw.standard.SelectionTool:1,mouseUp,CH.ifa.draw.standard.SelectionTool:1,CH.ifa.draw.standard.SelectAreaTracker:3
CH.ifa.draw.standard.StandardDrawingView:1,mouseReleased,CH.ifa.draw.standard.CreationTool:2,mouseUp,CH.ifa.draw.standard.SelectionTool:1,mouseUp,CH.ifa.draw.standard.SelectAreaTracker:4,mouseUp,CH.ifa.draw.standard.CreationTool:2,CH.ifa.draw.standard.SelectionTool:1,mouseUp,CH.ifa.draw.standard.SelectionTool:1,CH.ifa.draw.standard.SelectAreaTracker:4
CH.ifa.draw.standard.StandardDrawingView:1,mouseReleased,CH.ifa.draw.standard.CreationTool:2,mouseUp,CH.ifa.draw.standard.SelectionTool:1,mouseUp,CH.ifa.draw.standard.SelectAreaTracker:5,mouseUp,CH.ifa.draw.standard.CreationTool:2,CH.ifa.draw.standard.SelectionTool:1,mouseUp,CH.ifa.draw.standard.SelectionTool:1,CH.ifa.draw.standard.SelectAreaTracker:5
CH.ifa.draw.standard.StandardDrawingView:1,mouseReleased,CH.ifa.draw.standard.CreationTool:2,mouseUp,CH.ifa.draw.standard.SelectionTool:1,mouseUp,CH.ifa.draw.standard.SelectAreaTracker:6,mouseUp,CH.ifa.draw.standard.CreationTool:2,CH.ifa.draw.standard.SelectionTool:1,mouseUp,CH.ifa.draw.standard.SelectionTool:1,CH.ifa.draw.standard.SelectAreaTracker:6
CH.ifa.draw.standard.StandardDrawingView:1,mouseReleased,CH.ifa.draw.standard.CreationTool:2,mouseUp,CH.ifa.draw.standard.SelectionTool:1,mouseUp,CH.ifa.draw.standard.SelectAreaTracker:7,mouseUp,CH.ifa.draw.standard.CreationTool:2,CH.ifa.draw.standard.SelectionTool:1,mouseUp,CH.ifa.draw.standard.SelectionTool:1,CH.ifa.draw.standard.SelectAreaTracker:7
CH.ifa.draw.standard.StandardDrawingView:1,mouseReleased,CH.ifa.draw.standard.CreationTool:2,mouseUp,CH.ifa.draw.standard.SelectionTool:1,mouseUp,CH.ifa.draw.standard.SelectAreaTracker:8,mouseUp,CH.ifa.draw.standard.CreationTool:2,CH.ifa.draw.standard.SelectionTool:1,mouseUp,CH.ifa.draw.standard.SelectionTool:1,CH.ifa.draw.standard.SelectAreaTracker:8
CH.ifa.draw.standard.StandardDrawingView:1,mouseReleased,CH.ifa.draw.standard.CreationTool:2,mouseUp,CH.ifa.draw.standard.SelectionTool:1,mouseUp,CH.ifa.draw.standard.SelectAreaTracker:9,mouseUp,CH.ifa.draw.standard.CreationTool:2,CH.ifa.draw.standard.SelectionTool:1,mouseUp,CH.ifa.draw.standard.SelectionTool:1,CH.ifa.draw.standard.SelectAreaTracker:9
CH.ifa.draw.util.CommandMenu:1,checkEnabled,CH.ifa.draw.figures.GroupCommand:1,isExecutable,CH.ifa.draw.figures.UngroupCommand:1,isExecutable,CH.ifa.draw.standard.StandardDrawingView:1,selectionCount,CH.ifa.draw.figures.GroupCommand:1,CH.ifa.draw.figures.UngroupCommand:1,isExecutable,CH.ifa.draw.figures.UngroupCommand:1,CH.ifa.draw.standard.StandardDrawingView:1
CH.ifa.draw.util.CommandMenu:1,checkEnabled,CH.ifa.draw.figures.GroupCommand:1,isExecutable,CH.ifa.draw.standard.AlignCommand:1,isExecutable,CH.ifa.draw.standard.StandardDrawingView:1,selectionCount,CH.ifa.draw.figures.GroupCommand:1,CH.ifa.draw.standard.AlignCommand:1,isExecutable,CH.ifa.draw.standard.AlignCommand:1,CH.ifa.draw.standard.StandardDrawingView:1
CH.ifa.draw.util.CommandMenu:1,checkEnabled,CH.ifa.draw.figures.GroupCommand:1,isExecutable,CH.ifa.draw.standard.AlignCommand:2,isExecutable,CH.ifa.draw.standard.StandardDrawingView:1,selectionCount,CH.ifa.draw.figures.GroupCommand:1,CH.ifa.draw.standard.AlignCommand:2,isExecutable,CH.ifa.draw.standard.AlignCommand:2,CH.ifa.draw.standard.StandardDrawingView:1
CH.ifa.draw.util.CommandMenu:1,checkEnabled,CH.ifa.draw.figures.GroupCommand:1,isExecutable,CH.ifa.draw.standard.AlignCommand:3,isExecutable,CH.ifa.draw.standard.StandardDrawingView:1,selectionCount,CH.ifa.draw.figures.GroupCommand:1,CH.ifa.draw.standard.AlignCommand:3,isExecutable,CH.ifa.draw.standard.AlignCommand:3,CH.ifa.draw.standard.StandardDrawingView:1
CH.ifa.draw.util.CommandMenu:1,checkEnabled,CH.ifa.draw.figures.GroupCommand:1,isExecutable,CH.ifa.draw.standard.AlignCommand:4,isExecutable,CH.ifa.draw.standard.StandardDrawingView:1,selectionCount,CH.ifa.draw.figures.GroupCommand:1,CH.ifa.draw.standard.AlignCommand:4,isExecutable,CH.ifa.draw.standard.AlignCommand:4,CH.ifa.draw.standard.StandardDrawingView:1
CH.ifa.draw.util.CommandMenu:1,checkEnabled,CH.ifa.draw.figures.GroupCommand:1,isExecutable,CH.ifa.draw.standard.AlignCommand:5,isExecutable,CH.ifa.draw.standard.StandardDrawingView:1,selectionCount,CH.ifa.draw.figures.GroupCommand:1,CH.ifa.draw.standard.AlignCommand:5,isExecutable,CH.ifa.draw.standard.AlignCommand:5,CH.ifa.draw.standard.StandardDrawingView:1
CH.ifa.draw.util.CommandMenu:1,checkEnabled,CH.ifa.draw.figures.GroupCommand:1,isExecutable,CH.ifa.draw.standard.AlignCommand:6,isExecutable,CH.ifa.draw.standard.StandardDrawingView:1,selectionCount,CH.ifa.draw.figures.GroupCommand:1,CH.ifa.draw.standard.AlignCommand:6,isExecutable,CH.ifa.draw.standard.AlignCommand:6,CH.ifa.draw.standard.StandardDrawingView:1
CH.ifa.draw.util.CommandMenu:1,checkEnabled,CH.ifa.draw.figures.GroupCommand:1,isExecutable,CH.ifa.draw.standard.BringToFrontCommand:1,isExecutable,CH.ifa.draw.standard.StandardDrawingView:1,selectionCount,CH.ifa.draw.figures.GroupCommand:1,CH.ifa.draw.standard.BringToFrontCommand:1,isExecutable,CH.ifa.draw.standard.BringToFrontCommand:1,CH.ifa.draw.standard.StandardDrawingView:1
CH.ifa.draw.util.CommandMenu:1,checkEnabled,CH.ifa.draw.figures.GroupCommand:1,isExecutable,CH.ifa.draw.standard.SendToBackCommand:1,isExecutable,CH.ifa.draw.standard.StandardDrawingView:1,selectionCount,CH.ifa.draw.figures.GroupCommand:1,CH.ifa.draw.standard.SendToBackCommand:1,isExecutable,CH.ifa.draw.standard.SendToBackCommand:1,CH.ifa.draw.standard.StandardDrawingView:1
CH.ifa.draw.util.CommandMenu:1,checkEnabled,CH.ifa.draw.figures.UngroupCommand:1,isExecutable,CH.ifa.draw.figures.GroupCommand:1,isExecutable,CH.ifa.draw.standard.StandardDrawingView:1,selectionCount,CH.ifa.draw.figures.UngroupCommand:1,CH.ifa.draw.figures.GroupCommand:1,isExecutable,CH.ifa.draw.figures.GroupCommand:1,CH.ifa.draw.standard.StandardDrawingView:1
CH.ifa.draw.util.CommandMenu:1,checkEnabled,CH.ifa.draw.figures.UngroupCommand:1,isExecutable,CH.ifa.draw.standard.AlignCommand:1,isExecutable,CH.ifa.draw.standard.StandardDrawingView:1,selectionCount,CH.ifa.draw.figures.UngroupCommand:1,CH.ifa.draw.standard.AlignCommand:1,isExecutable,CH.ifa.draw.standard.AlignCommand:1,CH.ifa.draw.standard.StandardDrawingView:1
CH.ifa.draw.util.CommandMenu:1,checkEnabled,CH.ifa.draw.figures.UngroupCommand:1,isExecutable,CH.ifa.draw.standard.AlignCommand:2,isExecutable,CH.ifa.draw.standard.StandardDrawingView:1,selectionCount,CH.ifa.draw.figures.UngroupCommand:1,CH.ifa.draw.standard.AlignCommand:2,isExecutable,CH.ifa.draw.standard.AlignCommand:2,CH.ifa.draw.standard.StandardDrawingView:1
CH.ifa.draw.util.CommandMenu:1,checkEnabled,CH.ifa.draw.figures.UngroupCommand:1,isExecutable,CH.ifa.draw.standard.AlignCommand:3,isExecutable,CH.ifa.draw.standard.StandardDrawingView:1,selectionCount,CH.ifa.draw.figures.UngroupCommand:1,CH.ifa.draw.standard.AlignCommand:3,isExecutable,CH.ifa.draw.standard.AlignCommand:3,CH.ifa.draw.standard.StandardDrawingView:1
CH.ifa.draw.util.CommandMenu:1,checkEnabled,CH.ifa.draw.figures.UngroupCommand:1,isExecutable,CH.ifa.draw.standard.AlignCommand:4,isExecutable,CH.ifa.draw.standard.StandardDrawingView:1,selectionCount,CH.ifa.draw.figures.UngroupCommand:1,CH.ifa.draw.standard.AlignCommand:4,isExecutable,CH.ifa.draw.standard.AlignCommand:4,CH.ifa.draw.standard.StandardDrawingView:1
CH.ifa.draw.util.CommandMenu:1,checkEnabled,CH.ifa.draw.figures.UngroupCommand:1,isExecutable,CH.ifa.draw.standard.AlignCommand:5,isExecutable,CH.ifa.draw.standard.StandardDrawingView:1,selectionCount,CH.ifa.draw.figures.UngroupCommand:1,CH.ifa.draw.standard.AlignCommand:5,isExecutable,CH.ifa.draw.standard.AlignCommand:5,CH.ifa.draw.standard.StandardDrawingView:1
CH.ifa.draw.util.CommandMenu:1,checkEnabled,CH.ifa.draw.figures.UngroupCommand:1,isExecutable,CH.ifa.draw.standard.AlignCommand:6,isExecutable,CH.ifa.draw.standard.StandardDrawingView:1,selectionCount,CH.ifa.draw.figures.UngroupCommand:1,CH.ifa.draw.standard.AlignCommand:6,isExecutable,CH.ifa.draw.standard.AlignCommand:6,CH.ifa.draw.standard.StandardDrawingView:1
CH.ifa.draw.util.CommandMenu:1,checkEnabled,CH.ifa.draw.figures.UngroupCommand:1,isExecutable,CH.ifa.draw.standard.BringToFrontCommand:1,isExecutable,CH.ifa.draw.standard.StandardDrawingView:1,selectionCount,CH.ifa.draw.figures.UngroupCommand:1,CH.ifa.draw.standard.BringToFrontCommand:1,isExecutable,CH.ifa.draw.standard.BringToFrontCommand:1,CH.ifa.draw.standard.StandardDrawingView:1
CH.ifa.draw.util.CommandMenu:1,checkEnabled,CH.ifa.draw.figures.UngroupCommand:1,isExecutable,CH.ifa.draw.standard.SendToBackCommand:1,isExecutable,CH.ifa.draw.standard.StandardDrawingView:1,selectionCount,CH.ifa.draw.figures.UngroupCommand:1,CH.ifa.draw.standard.SendToBackCommand:1,isExecutable,CH.ifa.draw.standard.SendToBackCommand:1,CH.ifa.draw.standard.StandardDrawingView:1
CH.ifa.draw.util.CommandMenu:1,checkEnabled,CH.ifa.draw.standard.BringToFrontCommand:1,isExecutable,CH.ifa.draw.figures.GroupCommand:1,isExecutable,CH.ifa.draw.standard.StandardDrawingView:1,selectionCount,CH.ifa.draw.standard.BringToFrontCommand:1,CH.ifa.draw.figures.GroupCommand:1,isExecutable,CH.ifa.draw.figures.GroupCommand:1,CH.ifa.draw.standard.StandardDrawingView:1
CH.ifa.draw.util.CommandMenu:1,checkEnabled,CH.ifa.draw.standard.BringToFrontCommand:1,isExecutable,CH.ifa.draw.figures.UngroupCommand:1,isExecutable,CH.ifa.draw.standard.StandardDrawingView:1,selectionCount,CH.ifa.draw.standard.BringToFrontCommand:1,CH.ifa.draw.figures.UngroupCommand:1,isExecutable,CH.ifa.draw.figures.UngroupCommand:1,CH.ifa.draw.standard.StandardDrawingView:1
CH.ifa.draw.util.CommandMenu:1,checkEnabled,CH.ifa.draw.standard.BringToFrontCommand:1,isExecutable,CH.ifa.draw.standard.AlignCommand:1,isExecutable,CH.ifa.draw.standard.StandardDrawingView:1,selectionCount,CH.ifa.draw.standard.BringToFrontCommand:1,CH.ifa.draw.standard.AlignCommand:1,isExecutable,CH.ifa.draw.standard.AlignCommand:1,CH.ifa.draw.standard.StandardDrawingView:1
CH.ifa.draw.util.CommandMenu:1,checkEnabled,CH.ifa.draw.standard.BringToFrontCommand:1,isExecutable,CH.ifa.draw.standard.AlignCommand:2,isExecutable,CH.ifa.draw.standard.StandardDrawingView:1,selectionCount,CH.ifa.draw.standard.BringToFrontCommand:1,CH.ifa.draw.standard.AlignCommand:2,isExecutable,CH.ifa.draw.standard.AlignCommand:2,CH.ifa.draw.standard.StandardDrawingView:1
CH.ifa.draw.util.CommandMenu:1,checkEnabled,CH.ifa.draw.standard.BringToFrontCommand:1,isExecutable,CH.ifa.draw.standard.AlignCommand:3,isExecutable,CH.ifa.draw.standard.StandardDrawingView:1,selectionCount,CH.ifa.draw.standard.BringToFrontCommand:1,CH.ifa.draw.standard.AlignCommand:3,isExecutable,CH.ifa.draw.standard.AlignCommand:3,CH.ifa.draw.standard.StandardDrawingView:1
CH.ifa.draw.util.CommandMenu:1,checkEnabled,CH.ifa.draw.standard.BringToFrontCommand:1,isExecutable,CH.ifa.draw.standard.AlignCommand:4,isExecutable,CH.ifa.draw.standard.StandardDrawingView:1,selectionCount,CH.ifa.draw.standard.BringToFrontCommand:1,CH.ifa.draw.standard.AlignCommand:4,isExecutable,CH.ifa.draw.standard.AlignCommand:4,CH.ifa.draw.standard.StandardDrawingView:1
CH.ifa.draw.util.CommandMenu:1,checkEnabled,CH.ifa.draw.standard.BringToFrontCommand:1,isExecutable,CH.ifa.draw.standard.AlignCommand:5,isExecutable,CH.ifa.draw.standard.StandardDrawingView:1,selectionCount,CH.ifa.draw.standard.BringToFrontCommand:1,CH.ifa.draw.standard.AlignCommand:5,isExecutable,CH.ifa.draw.standard.AlignCommand:5,CH.ifa.draw.standard.StandardDrawingView:1
CH.ifa.draw.util.CommandMenu:1,checkEnabled,CH.ifa.draw.standard.BringToFrontCommand:1,isExecutable,CH.ifa.draw.standard.AlignCommand:6,isExecutable,CH.ifa.draw.standard.StandardDrawingView:1,selectionCount,CH.ifa.draw.standard.BringToFrontCommand:1,CH.ifa.draw.standard.AlignCommand:6,isExecutable,CH.ifa.draw.standard.AlignCommand:6,CH.ifa.draw.standard.StandardDrawingView:1
CH.ifa.draw.util.CommandMenu:1,checkEnabled,CH.ifa.draw.standard.BringToFrontCommand:1,isExecutable,CH.ifa.draw.standard.SendToBackCommand:1,isExecutable,CH.ifa.draw.standard.StandardDrawingView:1,selectionCount,CH.ifa.draw.standard.BringToFrontCommand:1,CH.ifa.draw.standard.SendToBackCommand:1,isExecutable,CH.ifa.draw.standard.SendToBackCommand:1,CH.ifa.draw.standard.StandardDrawingView:1
CH.ifa.draw.util.CommandMenu:1,checkEnabled,CH.ifa.draw.standard.SendToBackCommand:1,isExecutable,CH.ifa.draw.figures.GroupCommand:1,isExecutable,CH.ifa.draw.standard.StandardDrawingView:1,selectionCount,CH.ifa.draw.standard.SendToBackCommand:1,CH.ifa.draw.figures.GroupCommand:1,isExecutable,CH.ifa.draw.figures.GroupCommand:1,CH.ifa.draw.standard.StandardDrawingView:1
CH.ifa.draw.util.CommandMenu:1,checkEnabled,CH.ifa.draw.standard.SendToBackCommand:1,isExecutable,CH.ifa.draw.figures.UngroupCommand:1,isExecutable,CH.ifa.draw.standard.StandardDrawingView:1,selectionCount,CH.ifa.draw.standard.SendToBackCommand:1,CH.ifa.draw.figures.UngroupCommand:1,isExecutable,CH.ifa.draw.figures.UngroupCommand:1,CH.ifa.draw.standard.StandardDrawingView:1
CH.ifa.draw.util.CommandMenu:1,checkEnabled,CH.ifa.draw.standard.SendToBackCommand:1,isExecutable,CH.ifa.draw.standard.AlignCommand:1,isExecutable,CH.ifa.draw.standard.StandardDrawingView:1,selectionCount,CH.ifa.draw.standard.SendToBackCommand:1,CH.ifa.draw.standard.AlignCommand:1,isExecutable,CH.ifa.draw.standard.AlignCommand:1,CH.ifa.draw.standard.StandardDrawingView:1
CH.ifa.draw.util.CommandMenu:1,checkEnabled,CH.ifa.draw.standard.SendToBackCommand:1,isExecutable,CH.ifa.draw.standard.AlignCommand:2,isExecutable,CH.ifa.draw.standard.StandardDrawingView:1,selectionCount,CH.ifa.draw.standard.SendToBackCommand:1,CH.ifa.draw.standard.AlignCommand:2,isExecutable,CH.ifa.draw.standard.AlignCommand:2,CH.ifa.draw.standard.StandardDrawingView:1
CH.ifa.draw.util.CommandMenu:1,checkEnabled,CH.ifa.draw.standard.SendToBackCommand:1,isExecutable,CH.ifa.draw.standard.AlignCommand:3,isExecutable,CH.ifa.draw.standard.StandardDrawingView:1,selectionCount,CH.ifa.draw.standard.SendToBackCommand:1,CH.ifa.draw.standard.AlignCommand:3,isExecutable,CH.ifa.draw.standard.AlignCommand:3,CH.ifa.draw.standard.StandardDrawingView:1
CH.ifa.draw.util.CommandMenu:1,checkEnabled,CH.ifa.draw.standard.SendToBackCommand:1,isExecutable,CH.ifa.draw.standard.AlignCommand:4,isExecutable,CH.ifa.draw.standard.StandardDrawingView:1,selectionCount,CH.ifa.draw.standard.SendToBackCommand:1,CH.ifa.draw.standard.AlignCommand:4,isExecutable,CH.ifa.draw.standard.AlignCommand:4,CH.ifa.draw.standard.StandardDrawingView:1
CH.ifa.draw.util.CommandMenu:1,checkEnabled,CH.ifa.draw.standard.SendToBackCommand:1,isExecutable,CH.ifa.draw.standard.AlignCommand:5,isExecutable,CH.ifa.draw.standard.StandardDrawingView:1,selectionCount,CH.ifa.draw.standard.SendToBackCommand:1,CH.ifa.draw.standard.AlignCommand:5,isExecutable,CH.ifa.draw.standard.AlignCommand:5,CH.ifa.draw.standard.StandardDrawingView:1
CH.ifa.draw.util.CommandMenu:1,checkEnabled,CH.ifa.draw.standard.SendToBackCommand:1,isExecutable,CH.ifa.draw.standard.AlignCommand:6,isExecutable,CH.ifa.draw.standard.StandardDrawingView:1,selectionCount,CH.ifa.draw.standard.SendToBackCommand:1,CH.ifa.draw.standard.AlignCommand:6,isExecutable,CH.ifa.draw.standard.AlignCommand:6,CH.ifa.draw.standard.StandardDrawingView:1
CH.ifa.draw.util.CommandMenu:1,checkEnabled,CH.ifa.draw.standard.SendToBackCommand:1,isExecutable,CH.ifa.draw.standard.BringToFrontCommand:1,isExecutable,CH.ifa.draw.standard.StandardDrawingView:1,selectionCount,CH.ifa.draw.standard.SendToBackCommand:1,CH.ifa.draw.standard.BringToFrontCommand:1,isExecutable,CH.ifa.draw.standard.BringToFrontCommand:1,CH.ifa.draw.standard.StandardDrawingView:1
CH.ifa.draw.util.CommandMenu:2,checkEnabled,CH.ifa.draw.standard.AlignCommand:1,isExecutable,CH.ifa.draw.figures.GroupCommand:1,isExecutable,CH.ifa.draw.standard.StandardDrawingView:1,selectionCount,CH.ifa.draw.standard.AlignCommand:1,CH.ifa.draw.figures.GroupCommand:1,isExecutable,CH.ifa.draw.figures.GroupCommand:1,CH.ifa.draw.standard.StandardDrawingView:1
CH.ifa.draw.util.CommandMenu:2,checkEnabled,CH.ifa.draw.standard.AlignCommand:1,isExecutable,CH.ifa.draw.figures.UngroupCommand:1,isExecutable,CH.ifa.draw.standard.StandardDrawingView:1,selectionCount,CH.ifa.draw.standard.AlignCommand:1,CH.ifa.draw.figures.UngroupCommand:1,isExecutable,CH.ifa.draw.figures.UngroupCommand:1,CH.ifa.draw.standard.StandardDrawingView:1
CH.ifa.draw.util.CommandMenu:2,checkEnabled,CH.ifa.draw.standard.AlignCommand:1,isExecutable,CH.ifa.draw.standard.BringToFrontCommand:1,isExecutable,CH.ifa.draw.standard.StandardDrawingView:1,selectionCount,CH.ifa.draw.standard.AlignCommand:1,CH.ifa.draw.standard.BringToFrontCommand:1,isExecutable,CH.ifa.draw.standard.BringToFrontCommand:1,CH.ifa.draw.standard.StandardDrawingView:1
CH.ifa.draw.util.CommandMenu:2,checkEnabled,CH.ifa.draw.standard.AlignCommand:1,isExecutable,CH.ifa.draw.standard.SendToBackCommand:1,isExecutable,CH.ifa.draw.standard.StandardDrawingView:1,selectionCount,CH.ifa.draw.standard.AlignCommand:1,CH.ifa.draw.standard.SendToBackCommand:1,isExecutable,CH.ifa.draw.standard.SendToBackCommand:1,CH.ifa.draw.standard.StandardDrawingView:1
CH.ifa.draw.util.CommandMenu:2,checkEnabled,CH.ifa.draw.standard.AlignCommand:2,isExecutable,CH.ifa.draw.figures.GroupCommand:1,isExecutable,CH.ifa.draw.standard.StandardDrawingView:1,selectionCount,CH.ifa.draw.standard.AlignCommand:2,CH.ifa.draw.figures.GroupCommand:1,isExecutable,CH.ifa.draw.figures.GroupCommand:1,CH.ifa.draw.standard.StandardDrawingView:1
CH.ifa.draw.util.CommandMenu:2,checkEnabled,CH.ifa.draw.standard.AlignCommand:2,isExecutable,CH.ifa.draw.figures.UngroupCommand:1,isExecutable,CH.ifa.draw.standard.StandardDrawingView:1,selectionCount,CH.ifa.draw.standard.AlignCommand:2,CH.ifa.draw.figures.UngroupCommand:1,isExecutable,CH.ifa.draw.figures.UngroupCommand:1,CH.ifa.draw.standard.StandardDrawingView:1
CH.ifa.draw.util.CommandMenu:2,checkEnabled,CH.ifa.draw.standard.AlignCommand:2,isExecutable,CH.ifa.draw.standard.BringToFrontCommand:1,isExecutable,CH.ifa.draw.standard.StandardDrawingView:1,selectionCount,CH.ifa.draw.standard.AlignCommand:2,CH.ifa.draw.standard.BringToFrontCommand:1,isExecutable,CH.ifa.draw.standard.BringToFrontCommand:1,CH.ifa.draw.standard.StandardDrawingView:1
CH.ifa.draw.util.CommandMenu:2,checkEnabled,CH.ifa.draw.standard.AlignCommand:2,isExecutable,CH.ifa.draw.standard.SendToBackCommand:1,isExecutable,CH.ifa.draw.standard.StandardDrawingView:1,selectionCount,CH.ifa.draw.standard.AlignCommand:2,CH.ifa.draw.standard.SendToBackCommand:1,isExecutable,CH.ifa.draw.standard.SendToBackCommand:1,CH.ifa.draw.standard.StandardDrawingView:1
CH.ifa.draw.util.CommandMenu:2,checkEnabled,CH.ifa.draw.standard.AlignCommand:3,isExecutable,CH.ifa.draw.figures.GroupCommand:1,isExecutable,CH.ifa.draw.standard.StandardDrawingView:1,selectionCount,CH.ifa.draw.standard.AlignCommand:3,CH.ifa.draw.figures.GroupCommand:1,isExecutable,CH.ifa.draw.figures.GroupCommand:1,CH.ifa.draw.standard.StandardDrawingView:1
CH.ifa.draw.util.CommandMenu:2,checkEnabled,CH.ifa.draw.standard.AlignCommand:3,isExecutable,CH.ifa.draw.figures.UngroupCommand:1,isExecutable,CH.ifa.draw.standard.StandardDrawingView:1,selectionCount,CH.ifa.draw.standard.AlignCommand:3,CH.ifa.draw.figures.UngroupCommand:1,isExecutable,CH.ifa.draw.figures.UngroupCommand:1,CH.ifa.draw.standard.StandardDrawingView:1
CH.ifa.draw.util.CommandMenu:2,checkEnabled,CH.ifa.draw.standard.AlignCommand:3,isExecutable,CH.ifa.draw.standard.BringToFrontCommand:1,isExecutable,CH.ifa.draw.standard.StandardDrawingView:1,selectionCount,CH.ifa.draw.standard.AlignCommand:3,CH.ifa.draw.standard.BringToFrontCommand:1,isExecutable,CH.ifa.draw.standard.BringToFrontCommand:1,CH.ifa.draw.standard.StandardDrawingView:1
CH.ifa.draw.util.CommandMenu:2,checkEnabled,CH.ifa.draw.standard.AlignCommand:3,isExecutable,CH.ifa.draw.standard.SendToBackCommand:1,isExecutable,CH.ifa.draw.standard.StandardDrawingView:1,selectionCount,CH.ifa.draw.standard.AlignCommand:3,CH.ifa.draw.standard.SendToBackCommand:1,isExecutable,CH.ifa.draw.standard.SendToBackCommand:1,CH.ifa.draw.standard.StandardDrawingView:1
CH.ifa.draw.util.CommandMenu:2,checkEnabled,CH.ifa.draw.standard.AlignCommand:4,isExecutable,CH.ifa.draw.figures.GroupCommand:1,isExecutable,CH.ifa.draw.standard.StandardDrawingView:1,selectionCount,CH.ifa.draw.standard.AlignCommand:4,CH.ifa.draw.figures.GroupCommand:1,isExecutable,CH.ifa.draw.figures.GroupCommand:1,CH.ifa.draw.standard.StandardDrawingView:1
CH.ifa.draw.util.CommandMenu:2,checkEnabled,CH.ifa.draw.standard.AlignCommand:4,isExecutable,CH.ifa.draw.figures.UngroupCommand:1,isExecutable,CH.ifa.draw.standard.StandardDrawingView:1,selectionCount,CH.ifa.draw.standard.AlignCommand:4,CH.ifa.draw.figures.UngroupCommand:1,isExecutable,CH.ifa.draw.figures.UngroupCommand:1,CH.ifa.draw.standard.StandardDrawingView:1
