"SYSTEM", "1", "SYSTEM", "System Start", ""
"main", "311", "ContactInfo.java:104", "Field Write", "context=AscendingNameIterator:1, currentPosition=1"
"main", "312", "ContactInfo.java:104", "Variable Write", "context=AscendingNameIterator:1#next:1, result=Contact:3"
"main", "313", "ContactInfo.java:104", "Method Exit", "returner=AscendingNameIterator:1#next:1, value=Contact:3"
"main", "314", "ContactInfo.java:27", "Method Returned", ""
"main", "315", "ContactInfo.java:27", "Line Step", "file=ContactInfo.java, line=27"
"main", "316", "ContactInfo.java:27", "Variable Write", "context=ContactInfo#main:1, contact=Contact:3"
"main", "317", "ContactInfo.java:28", "Line Step", "file=ContactInfo.java, line=28"
"main", "318", "ContactInfo.java:28", "Method Call", "caller=ContactInfo#main:1, target=ContactInfo#printUtil:1"
"main", "319", "ContactInfo.java:40", "Method Entered", ""
"main", "320", "ContactInfo.java:40", "Variable Write", "context=ContactInfo#printUtil:1, contact=Contact:3"
"main", "321", "ContactInfo.java:41", "Line Step", "file=ContactInfo.java, line=41"
"main", "322", "ContactInfo.java:41", "Method Call", "caller=ContactInfo#printUtil:1, target=Contact:3#getName:13"
"main", "323", "ContactInfo.java:174", "Method Entered", ""
"main", "324", "ContactInfo.java:175", "Line Step", "file=ContactInfo.java, line=175"
"main", "325", "ContactInfo.java:175", "Field Read", "context=Contact:3, name"
"main", "326", "ContactInfo.java:175", "Variable Write", "context=Contact:3#getName:13, result=""Bob Bobbings"""
"main", "327", "ContactInfo.java:175", "Method Exit", "returner=Contact:3#getName:13, value=""Bob Bobbings"""
"main", "328", "ContactInfo.java:41", "Method Returned", ""
"main", "329", "ContactInfo.java:41", "Line Step", "file=ContactInfo.java, line=41"
"main", "330", "ContactInfo.java:41", "Variable Write", "context=ContactInfo#printUtil:1, name=""Bob Bobbings"""
"main", "331", "ContactInfo.java:42", "Line Step", "file=ContactInfo.java, line=42"
"main", "332", "ContactInfo.java:42", "Method Call", "caller=ContactInfo#printUtil:1, target=Contact:3#getPhoneNumber:1"
"main", "333", "ContactInfo.java:178", "Method Entered", ""
"main", "334", "ContactInfo.java:179", "Line Step", "file=ContactInfo.java, line=179"
"main", "335", "ContactInfo.java:179", "Field Read", "context=Contact:3, phoneNumber"
"main", "336", "ContactInfo.java:179", "Variable Write", "context=Contact:3#getPhoneNumber:1, result=""0495812453"""
"main", "337", "ContactInfo.java:179", "Method Exit", "returner=Contact:3#getPhoneNumber:1, value=""0495812453"""
"main", "338", "ContactInfo.java:42", "Method Returned", ""
"main", "339", "ContactInfo.java:42", "Line Step", "file=ContactInfo.java, line=42"
"main", "340", "ContactInfo.java:42", "Variable Write", "context=ContactInfo#printUtil:1, phoneNumber=""0495812453"""
"main", "341", "ContactInfo.java:43", "Line Step", "file=ContactInfo.java, line=43"
"main", "342", "ContactInfo.java:43", "Method Call", "caller=ContactInfo#printUtil:1, target=Contact:3#getBirthYear:1"
"main", "343", "ContactInfo.java:182", "Method Entered", ""
"main", "344", "ContactInfo.java:183", "Line Step", "file=ContactInfo.java, line=183"
"main", "345", "ContactInfo.java:183", "Field Read", "context=Contact:3, birthYear"
"main", "346", "ContactInfo.java:183", "Variable Write", "context=Contact:3#getBirthYear:1, result=1999"
"main", "347", "ContactInfo.java:183", "Method Exit", "returner=Contact:3#getBirthYear:1, value=1999"
"main", "348", "ContactInfo.java:43", "Method Returned", ""
"main", "349", "ContactInfo.java:43", "Line Step", "file=ContactInfo.java, line=43"
"main", "350", "ContactInfo.java:43", "Variable Write", "context=ContactInfo#printUtil:1, birthYear=1999"
"main", "351", "ContactInfo.java:44", "Line Step", "file=ContactInfo.java, line=44"
"main", "352", "ContactInfo.java:45", "Line Step", "file=ContactInfo.java, line=45"
"main", "353", "ContactInfo.java:45", "Method Exit", "returner=ContactInfo#printUtil:1, value=<void>"
"main", "354", "ContactInfo.java:28", "Method Returned", ""
"main", "355", "ContactInfo.java:26", "Line Step", "file=ContactInfo.java, line=26"
"main", "356", "ContactInfo.java:26", "Method Call", "caller=ContactInfo#main:1, target=AscendingNameIterator:1#hasNext:3"
"main", "357", "ContactInfo.java:97", "Method Entered", ""
"main", "358", "ContactInfo.java:98", "Line Step", "file=ContactInfo.java, line=98"
"main", "359", "ContactInfo.java:98", "Field Read", "context=AscendingNameIterator:1, currentPosition"
"main", "360", "ContactInfo.java:98", "Field Read", "context=AscendingNameIterator:1, sortedContactBook"
"main", "361", "ContactInfo.java:98", "Variable Write", "context=AscendingNameIterator:1#hasNext:3, result=true"
"main", "362", "ContactInfo.java:98", "Method Exit", "returner=AscendingNameIterator:1#hasNext:3, value=true"
"main", "363", "ContactInfo.java:26", "Method Returned", ""
"main", "364", "ContactInfo.java:26", "Line Step", "file=ContactInfo.java, line=26"
"main", "365", "ContactInfo.java:26", "Variable Delete", "method=ContactInfo#main:1 <name=contact,type=Contact (id=93),value=<?>,index=8>"
"main", "366", "ContactInfo.java:27", "Line Step", "file=ContactInfo.java, line=27"
"main", "367", "ContactInfo.java:27", "Method Call", "caller=ContactInfo#main:1, target=AscendingNameIterator:1#next:2"
"main", "368", "ContactInfo.java:102", "Method Entered", ""
"main", "369", "ContactInfo.java:103", "Line Step", "file=ContactInfo.java, line=103"
"main", "370", "ContactInfo.java:103", "Method Call", "caller=AscendingNameIterator:1#next:2, target=AscendingNameIterator:1#hasNext:4"
"main", "371", "ContactInfo.java:97", "Method Entered", ""
"main", "372", "ContactInfo.java:98", "Line Step", "file=ContactInfo.java, line=98"
"main", "373", "ContactInfo.java:98", "Field Read", "context=AscendingNameIterator:1, currentPosition"
"main", "374", "ContactInfo.java:98", "Field Read", "context=AscendingNameIterator:1, sortedContactBook"
"main", "375", "ContactInfo.java:98", "Variable Write", "context=AscendingNameIterator:1#hasNext:4, result=true"
"main", "376", "ContactInfo.java:98", "Method Exit", "returner=AscendingNameIterator:1#hasNext:4, value=true"
"main", "377", "ContactInfo.java:103", "Method Returned", ""
"main", "378", "ContactInfo.java:103", "Line Step", "file=ContactInfo.java, line=103"
"main", "379", "ContactInfo.java:104", "Line Step", "file=ContactInfo.java, line=104"
"main", "380", "ContactInfo.java:104", "Field Read", "context=AscendingNameIterator:1, sortedContactBook"
"main", "381", "ContactInfo.java:104", "Field Read", "context=AscendingNameIterator:1, currentPosition"
"main", "382", "ContactInfo.java:104", "Field Write", "context=AscendingNameIterator:1, currentPosition=2"
"main", "383", "ContactInfo.java:104", "Variable Write", "context=AscendingNameIterator:1#next:2, result=Contact:2"
"main", "384", "ContactInfo.java:104", "Method Exit", "returner=AscendingNameIterator:1#next:2, value=Contact:2"
"main", "385", "ContactInfo.java:27", "Method Returned", ""
"main", "386", "ContactInfo.java:27", "Line Step", "file=ContactInfo.java, line=27"
"main", "387", "ContactInfo.java:27", "Variable Write", "context=ContactInfo#main:1, contact=Contact:2"
"main", "388", "ContactInfo.java:28", "Line Step", "file=ContactInfo.java, line=28"
"main", "389", "ContactInfo.java:28", "Method Call", "caller=ContactInfo#main:1, target=ContactInfo#printUtil:2"
"main", "390", "ContactInfo.java:40", "Method Entered", ""
"main", "391", "ContactInfo.java:40", "Variable Write", "context=ContactInfo#printUtil:2, contact=Contact:2"
"main", "392", "ContactInfo.java:41", "Line Step", "file=ContactInfo.java, line=41"
"main", "393", "ContactInfo.java:41", "Method Call", "caller=ContactInfo#printUtil:2, target=Contact:2#getName:14"
"main", "394", "ContactInfo.java:174", "Method Entered", ""
"main", "395", "ContactInfo.java:175", "Line Step", "file=ContactInfo.java, line=175"
"main", "396", "ContactInfo.java:175", "Field Read", "context=Contact:2, name"
"main", "397", "ContactInfo.java:175", "Variable Write", "context=Contact:2#getName:14, result=""Jane Doe"""
"main", "398", "ContactInfo.java:175", "Method Exit", "returner=Contact:2#getName:14, value=""Jane Doe"""
"main", "399", "ContactInfo.java:41", "Method Returned", ""
"main", "400", "ContactInfo.java:41", "Line Step", "file=ContactInfo.java, line=41"
"main", "401", "ContactInfo.java:41", "Variable Write", "context=ContactInfo#printUtil:2, name=""Jane Doe"""
"main", "402", "ContactInfo.java:42", "Line Step", "file=ContactInfo.java, line=42"
"main", "403", "ContactInfo.java:42", "Method Call", "caller=ContactInfo#printUtil:2, target=Contact:2#getPhoneNumber:2"
"main", "404", "ContactInfo.java:178", "Method Entered", ""
"main", "405", "ContactInfo.java:179", "Line Step", "file=ContactInfo.java, line=179"
"main", "406", "ContactInfo.java:179", "Field Read", "context=Contact:2, phoneNumber"
"main", "407", "ContactInfo.java:179", "Variable Write", "context=Contact:2#getPhoneNumber:2, result=""0495812457"""
"main", "408", "ContactInfo.java:179", "Method Exit", "returner=Contact:2#getPhoneNumber:2, value=""0495812457"""
"main", "409", "ContactInfo.java:42", "Method Returned", ""
"main", "410", "ContactInfo.java:42", "Line Step", "file=ContactInfo.java, line=42"
"main", "411", "ContactInfo.java:42", "Variable Write", "context=ContactInfo#printUtil:2, phoneNumber=""0495812457"""
"main", "412", "ContactInfo.java:43", "Line Step", "file=ContactInfo.java, line=43"
"main", "413", "ContactInfo.java:43", "Method Call", "caller=ContactInfo#printUtil:2, target=Contact:2#getBirthYear:2"
"main", "414", "ContactInfo.java:182", "Method Entered", ""
"main", "415", "ContactInfo.java:183", "Line Step", "file=ContactInfo.java, line=183"
"main", "416", "ContactInfo.java:183", "Field Read", "context=Contact:2, birthYear"
"main", "417", "ContactInfo.java:183", "Variable Write", "context=Contact:2#getBirthYear:2, result=2002"
"main", "418", "ContactInfo.java:183", "Method Exit", "returner=Contact:2#getBirthYear:2, value=2002"
"main", "419", "ContactInfo.java:43", "Method Returned", ""
"main", "420", "ContactInfo.java:43", "Line Step", "file=ContactInfo.java, line=43"
"main", "421", "ContactInfo.java:43", "Variable Write", "context=ContactInfo#printUtil:2, birthYear=2002"
"main", "422", "ContactInfo.java:44", "Line Step", "file=ContactInfo.java, line=44"
"main", "423", "ContactInfo.java:45", "Line Step", "file=ContactInfo.java, line=45"
"main", "424", "ContactInfo.java:45", "Method Exit", "returner=ContactInfo#printUtil:2, value=<void>"
"main", "425", "ContactInfo.java:28", "Method Returned", ""
"main", "426", "ContactInfo.java:26", "Line Step", "file=ContactInfo.java, line=26"
"main", "427", "ContactInfo.java:26", "Method Call", "caller=ContactInfo#main:1, target=AscendingNameIterator:1#hasNext:5"
"main", "428", "ContactInfo.java:97", "Method Entered", ""
"main", "429", "ContactInfo.java:98", "Line Step", "file=ContactInfo.java, line=98"
"main", "430", "ContactInfo.java:98", "Field Read", "context=AscendingNameIterator:1, currentPosition"
"main", "431", "ContactInfo.java:98", "Field Read", "context=AscendingNameIterator:1, sortedContactBook"
"main", "432", "ContactInfo.java:98", "Variable Write", "context=AscendingNameIterator:1#hasNext:5, result=true"
"main", "433", "ContactInfo.java:98", "Method Exit", "returner=AscendingNameIterator:1#hasNext:5, value=true"
"main", "434", "ContactInfo.java:26", "Method Returned", ""
"main", "435", "ContactInfo.java:26", "Line Step", "file=ContactInfo.java, line=26"
"main", "436", "ContactInfo.java:26", "Variable Delete", "method=ContactInfo#main:1 <name=contact,type=Contact (id=93),value=<?>,index=8>"
"main", "437", "ContactInfo.java:27", "Line Step", "file=ContactInfo.java, line=27"
"main", "438", "ContactInfo.java:27", "Method Call", "caller=ContactInfo#main:1, target=AscendingNameIterator:1#next:3"
"main", "439", "ContactInfo.java:102", "Method Entered", ""
"main", "440", "ContactInfo.java:103", "Line Step", "file=ContactInfo.java, line=103"
"main", "441", "ContactInfo.java:103", "Method Call", "caller=AscendingNameIterator:1#next:3, target=AscendingNameIterator:1#hasNext:6"
"main", "442", "ContactInfo.java:97", "Method Entered", ""
"main", "443", "ContactInfo.java:98", "Line Step", "file=ContactInfo.java, line=98"
"main", "444", "ContactInfo.java:98", "Field Read", "context=AscendingNameIterator:1, currentPosition"
"main", "445", "ContactInfo.java:98", "Field Read", "context=AscendingNameIterator:1, sortedContactBook"
"main", "446", "ContactInfo.java:98", "Variable Write", "context=AscendingNameIterator:1#hasNext:6, result=true"
"main", "447", "ContactInfo.java:98", "Method Exit", "returner=AscendingNameIterator:1#hasNext:6, value=true"
"main", "448", "ContactInfo.java:103", "Method Returned", ""
"main", "449", "ContactInfo.java:103", "Line Step", "file=ContactInfo.java, line=103"
"main", "450", "ContactInfo.java:104", "Line Step", "file=ContactInfo.java, line=104"
"main", "451", "ContactInfo.java:104", "Field Read", "context=AscendingNameIterator:1, sortedContactBook"
"main", "452", "ContactInfo.java:104", "Field Read", "context=AscendingNameIterator:1, currentPosition"
"main", "453", "ContactInfo.java:104", "Field Write", "context=AscendingNameIterator:1, currentPosition=3"
"main", "454", "ContactInfo.java:104", "Variable Write", "context=AscendingNameIterator:1#next:3, result=Contact:1"
"main", "455", "ContactInfo.java:104", "Method Exit", "returner=AscendingNameIterator:1#next:3, value=Contact:1"
"main", "456", "ContactInfo.java:27", "Method Returned", ""
"main", "457", "ContactInfo.java:27", "Line Step", "file=ContactInfo.java, line=27"
"main", "458", "ContactInfo.java:27", "Variable Write", "context=ContactInfo#main:1, contact=Contact:1"
"main", "459", "ContactInfo.java:28", "Line Step", "file=ContactInfo.java, line=28"
"main", "460", "ContactInfo.java:28", "Method Call", "caller=ContactInfo#main:1, target=ContactInfo#printUtil:3"
"main", "461", "ContactInfo.java:40", "Method Entered", ""
"main", "462", "ContactInfo.java:40", "Variable Write", "context=ContactInfo#printUtil:3, contact=Contact:1"
"main", "463", "ContactInfo.java:41", "Line Step", "file=ContactInfo.java, line=41"
"main", "464", "ContactInfo.java:41", "Method Call", "caller=ContactInfo#printUtil:3, target=Contact:1#getName:15"
"main", "465", "ContactInfo.java:174", "Method Entered", ""
"main", "466", "ContactInfo.java:175", "Line Step", "file=ContactInfo.java, line=175"
"main", "467", "ContactInfo.java:175", "Field Read", "context=Contact:1, name"
"main", "468", "ContactInfo.java:175", "Variable Write", "context=Contact:1#getName:15, result=""John Doe"""
"main", "469", "ContactInfo.java:175", "Method Exit", "returner=Contact:1#getName:15, value=""John Doe"""
"main", "470", "ContactInfo.java:41", "Method Returned", ""
"main", "471", "ContactInfo.java:41", "Line Step", "file=ContactInfo.java, line=41"
"main", "472", "ContactInfo.java:41", "Variable Write", "context=ContactInfo#printUtil:3, name=""John Doe"""
"main", "473", "ContactInfo.java:42", "Line Step", "file=ContactInfo.java, line=42"
"main", "474", "ContactInfo.java:42", "Method Call", "caller=ContactInfo#printUtil:3, target=Contact:1#getPhoneNumber:3"
"main", "475", "ContactInfo.java:178", "Method Entered", ""
"main", "476", "ContactInfo.java:179", "Line Step", "file=ContactInfo.java, line=179"
"main", "477", "ContactInfo.java:179", "Field Read", "context=Contact:1, phoneNumber"
"main", "478", "ContactInfo.java:179", "Variable Write", "context=Contact:1#getPhoneNumber:3, result=""0495812459"""
"main", "479", "ContactInfo.java:179", "Method Exit", "returner=Contact:1#getPhoneNumber:3, value=""0495812459"""
"main", "480", "ContactInfo.java:42", "Method Returned", ""
"main", "481", "ContactInfo.java:42", "Line Step", "file=ContactInfo.java, line=42"
"main", "482", "ContactInfo.java:42", "Variable Write", "context=ContactInfo#printUtil:3, phoneNumber=""0495812459"""
"main", "483", "ContactInfo.java:43", "Line Step", "file=ContactInfo.java, line=43"
"main", "484", "ContactInfo.java:43", "Method Call", "caller=ContactInfo#printUtil:3, target=Contact:1#getBirthYear:3"
"main", "485", "ContactInfo.java:182", "Method Entered", ""
"main", "486", "ContactInfo.java:183", "Line Step", "file=ContactInfo.java, line=183"
"main", "487", "ContactInfo.java:183", "Field Read", "context=Contact:1, birthYear"
"main", "488", "ContactInfo.java:183", "Variable Write", "context=Contact:1#getBirthYear:3, result=2000"
"main", "489", "ContactInfo.java:183", "Method Exit", "returner=Contact:1#getBirthYear:3, value=2000"
"main", "490", "ContactInfo.java:43", "Method Returned", ""
"main", "491", "ContactInfo.java:43", "Line Step", "file=ContactInfo.java, line=43"
"main", "492", "ContactInfo.java:43", "Variable Write", "context=ContactInfo#printUtil:3, birthYear=2000"
"main", "493", "ContactInfo.java:44", "Line Step", "file=ContactInfo.java, line=44"
"main", "494", "ContactInfo.java:45", "Line Step", "file=ContactInfo.java, line=45"
"main", "495", "ContactInfo.java:45", "Method Exit", "returner=ContactInfo#printUtil:3, value=<void>"
"main", "496", "ContactInfo.java:28", "Method Returned", ""
"main", "497", "ContactInfo.java:26", "Line Step", "file=ContactInfo.java, line=26"
"main", "498", "ContactInfo.java:26", "Method Call", "caller=ContactInfo#main:1, target=AscendingNameIterator:1#hasNext:7"
"main", "499", "ContactInfo.java:97", "Method Entered", ""
"main", "500", "ContactInfo.java:98", "Line Step", "file=ContactInfo.java, line=98"
"main", "501", "ContactInfo.java:98", "Field Read", "context=AscendingNameIterator:1, currentPosition"
"main", "502", "ContactInfo.java:98", "Field Read", "context=AscendingNameIterator:1, sortedContactBook"
"main", "503", "ContactInfo.java:98", "Variable Write", "context=AscendingNameIterator:1#hasNext:7, result=true"
"main", "504", "ContactInfo.java:98", "Method Exit", "returner=AscendingNameIterator:1#hasNext:7, value=true"
"main", "505", "ContactInfo.java:26", "Method Returned", ""
"main", "506", "ContactInfo.java:26", "Line Step", "file=ContactInfo.java, line=26"
"main", "507", "ContactInfo.java:26", "Variable Delete", "method=ContactInfo#main:1 <name=contact,type=Contact (id=93),value=<?>,index=8>"
"main", "508", "ContactInfo.java:27", "Line Step", "file=ContactInfo.java, line=27"
"main", "509", "ContactInfo.java:27", "Method Call", "caller=ContactInfo#main:1, target=AscendingNameIterator:1#next:4"
"main", "510", "ContactInfo.java:102", "Method Entered", ""
"main", "511", "ContactInfo.java:103", "Line Step", "file=ContactInfo.java, line=103"
"main", "512", "ContactInfo.java:103", "Method Call", "caller=AscendingNameIterator:1#next:4, target=AscendingNameIterator:1#hasNext:8"
"main", "513", "ContactInfo.java:97", "Method Entered", ""
"main", "514", "ContactInfo.java:98", "Line Step", "file=ContactInfo.java, line=98"
"main", "515", "ContactInfo.java:98", "Field Read", "context=AscendingNameIterator:1, currentPosition"
"main", "516", "ContactInfo.java:98", "Field Read", "context=AscendingNameIterator:1, sortedContactBook"
"main", "517", "ContactInfo.java:98", "Variable Write", "context=AscendingNameIterator:1#hasNext:8, result=true"
"main", "518", "ContactInfo.java:98", "Method Exit", "returner=AscendingNameIterator:1#hasNext:8, value=true"
"main", "519", "ContactInfo.java:103", "Method Returned", ""
"main", "520", "ContactInfo.java:103", "Line Step", "file=ContactInfo.java, line=103"
"main", "521", "ContactInfo.java:104", "Line Step", "file=ContactInfo.java, line=104"
"main", "522", "ContactInfo.java:104", "Field Read", "context=AscendingNameIterator:1, sortedContactBook"
"main", "523", "ContactInfo.java:104", "Field Read", "context=AscendingNameIterator:1, currentPosition"
"main", "524", "ContactInfo.java:104", "Field Write", "context=AscendingNameIterator:1, currentPosition=4"
"main", "525", "ContactInfo.java:104", "Variable Write", "context=AscendingNameIterator:1#next:4, result=Contact:4"
"main", "526", "ContactInfo.java:104", "Method Exit", "returner=AscendingNameIterator:1#next:4, value=Contact:4"
"main", "527", "ContactInfo.java:27", "Method Returned", ""
"main", "528", "ContactInfo.java:27", "Line Step", "file=ContactInfo.java, line=27"
"main", "529", "ContactInfo.java:27", "Variable Write", "context=ContactInfo#main:1, contact=Contact:4"
"main", "530", "ContactInfo.java:28", "Line Step", "file=ContactInfo.java, line=28"
"main", "531", "ContactInfo.java:28", "Method Call", "caller=ContactInfo#main:1, target=ContactInfo#printUtil:4"
"main", "532", "ContactInfo.java:40", "Method Entered", ""
"main", "533", "ContactInfo.java:40", "Variable Write", "context=ContactInfo#printUtil:4, contact=Contact:4"
"main", "534", "ContactInfo.java:41", "Line Step", "file=ContactInfo.java, line=41"
"main", "535", "ContactInfo.java:41", "Method Call", "caller=ContactInfo#printUtil:4, target=Contact:4#getName:16"
"main", "536", "ContactInfo.java:174", "Method Entered", ""
"main", "537", "ContactInfo.java:175", "Line Step", "file=ContactInfo.java, line=175"
"main", "538", "ContactInfo.java:175", "Field Read", "context=Contact:4, name"
"main", "539", "ContactInfo.java:175", "Variable Write", "context=Contact:4#getName:16, result=""Tom Tommings"""
"main", "540", "ContactInfo.java:175", "Method Exit", "returner=Contact:4#getName:16, value=""Tom Tommings"""
"main", "541", "ContactInfo.java:41", "Method Returned", ""
"main", "542", "ContactInfo.java:41", "Line Step", "file=ContactInfo.java, line=41"
"main", "543", "ContactInfo.java:41", "Variable Write", "context=ContactInfo#printUtil:4, name=""Tom Tommings"""
"main", "544", "ContactInfo.java:42", "Line Step", "file=ContactInfo.java, line=42"
"main", "545", "ContactInfo.java:42", "Method Call", "caller=ContactInfo#printUtil:4, target=Contact:4#getPhoneNumber:4"
"main", "546", "ContactInfo.java:178", "Method Entered", ""
"main", "547", "ContactInfo.java:179", "Line Step", "file=ContactInfo.java, line=179"
"main", "548", "ContactInfo.java:179", "Field Read", "context=Contact:4, phoneNumber"
"main", "549", "ContactInfo.java:179", "Variable Write", "context=Contact:4#getPhoneNumber:4, result=""0495812451"""
"main", "550", "ContactInfo.java:179", "Method Exit", "returner=Contact:4#getPhoneNumber:4, value=""0495812451"""
"main", "551", "ContactInfo.java:42", "Method Returned", ""
"main", "552", "ContactInfo.java:42", "Line Step", "file=ContactInfo.java, line=42"
"main", "553", "ContactInfo.java:42", "Variable Write", "context=ContactInfo#printUtil:4, phoneNumber=""0495812451"""
"main", "554", "ContactInfo.java:43", "Line Step", "file=ContactInfo.java, line=43"
"main", "555", "ContactInfo.java:43", "Method Call", "caller=ContactInfo#printUtil:4, target=Contact:4#getBirthYear:4"
"main", "556", "ContactInfo.java:182", "Method Entered", ""
"main", "557", "ContactInfo.java:183", "Line Step", "file=ContactInfo.java, line=183"
"main", "558", "ContactInfo.java:183", "Field Read", "context=Contact:4, birthYear"
"main", "559", "ContactInfo.java:183", "Variable Write", "context=Contact:4#getBirthYear:4, result=2001"
"main", "560", "ContactInfo.java:183", "Method Exit", "returner=Contact:4#getBirthYear:4, value=2001"
"main", "561", "ContactInfo.java:43", "Method Returned", ""
"main", "562", "ContactInfo.java:43", "Line Step", "file=ContactInfo.java, line=43"
"main", "563", "ContactInfo.java:43", "Variable Write", "context=ContactInfo#printUtil:4, birthYear=2001"
"main", "564", "ContactInfo.java:44", "Line Step", "file=ContactInfo.java, line=44"
"main", "565", "ContactInfo.java:45", "Line Step", "file=ContactInfo.java, line=45"
"main", "566", "ContactInfo.java:45", "Method Exit", "returner=ContactInfo#printUtil:4, value=<void>"
"main", "567", "ContactInfo.java:28", "Method Returned", ""
"main", "568", "ContactInfo.java:26", "Line Step", "file=ContactInfo.java, line=26"
"main", "569", "ContactInfo.java:26", "Method Call", "caller=ContactInfo#main:1, target=AscendingNameIterator:1#hasNext:9"
"main", "570", "ContactInfo.java:97", "Method Entered", ""
"main", "571", "ContactInfo.java:98", "Line Step", "file=ContactInfo.java, line=98"
"main", "572", "ContactInfo.java:98", "Field Read", "context=AscendingNameIterator:1, currentPosition"
"main", "573", "ContactInfo.java:98", "Field Read", "context=AscendingNameIterator:1, sortedContactBook"
"main", "574", "ContactInfo.java:98", "Variable Write", "context=AscendingNameIterator:1#hasNext:9, result=false"
"main", "575", "ContactInfo.java:98", "Method Exit", "returner=AscendingNameIterator:1#hasNext:9, value=false"
"main", "576", "ContactInfo.java:26", "Method Returned", ""
"main", "577", "ContactInfo.java:26", "Line Step", "file=ContactInfo.java, line=26"
"main", "578", "ContactInfo.java:26", "Variable Delete", "method=ContactInfo#main:1 <name=contact,type=Contact (id=93),value=<?>,index=8>"
"main", "579", "ContactInfo.java:32", "Line Step", "file=ContactInfo.java, line=32"
"main", "580", "ContactInfo.java:32", "Method Call", "caller=ContactInfo#main:1, target=ContactBook:1#createOldestContactIterator:1"
"main", "581", "ContactInfo.java:61", "Method Entered", ""
"main", "582", "ContactInfo.java:62", "Line Step", "file=ContactInfo.java, line=62"
"main", "583", "SYSTEM", "Type Load", "class=OldestContactIterator"
"main", "584", "ContactInfo.java:62", "Field Read", "context=ContactBook:1, contacts"
"main", "585", "ContactInfo.java:62", "New Object", "object=OldestContactIterator:1"
"main", "586", "ContactInfo.java:62", "Method Call", "caller=ContactBook:1#createOldestContactIterator:1, target=OldestContactIterator:1#OldestContactIterator:1"
"main", "587", "ContactInfo.java:124", "Method Entered", ""
"main", "588", "ContactInfo.java:124", "Variable Write", "context=OldestContactIterator:1#OldestContactIterator:1, contactList=java.util.ArrayList (id=23)"
"main", "589", "ContactInfo.java:124", "Line Step", "file=ContactInfo.java, line=124"
"main", "590", "ContactInfo.java:125", "Line Step", "file=ContactInfo.java, line=125"
"main", "591", "ContactInfo.java:125", "Method Call", "caller=OldestContactIterator:1#OldestContactIterator:1, target=OldestContactIterator:1#sortByOldestAge:1"
"main", "592", "ContactInfo.java:129", "Method Entered", ""
"main", "593", "ContactInfo.java:129", "Variable Write", "context=OldestContactIterator:1#sortByOldestAge:1, contactList=java.util.ArrayList (id=23)"
"main", "594", "ContactInfo.java:130", "Line Step", "file=ContactInfo.java, line=130"
"main", "595", "ContactInfo.java:130", "Variable Write", "context=OldestContactIterator:1#sortByOldestAge:1, sortedContactBook=java.util.LinkedList (id=60)"
"main", "596", "ContactInfo.java:132", "Line Step", "file=ContactInfo.java, line=132"
"main", "597", "ContactInfo.java:132", "Variable Write", "context=OldestContactIterator:1#sortByOldestAge:1, i=0"
"main", "598", "ContactInfo.java:133", "Line Step", "file=ContactInfo.java, line=133"
"main", "599", "ContactInfo.java:133", "Variable Write", "context=OldestContactIterator:1#sortByOldestAge:1, j=1"
"main", "600", "ContactInfo.java:134", "Line Step", "file=ContactInfo.java, line=134"
"main", "601", "ContactInfo.java:134", "Method Call", "caller=OldestContactIterator:1#sortByOldestAge:1, target=Contact:1#getBirthYear:5"
"main", "602", "ContactInfo.java:182", "Method Entered", ""
"main", "603", "ContactInfo.java:183", "Line Step", "file=ContactInfo.java, line=183"
"main", "604", "ContactInfo.java:183", "Field Read", "context=Contact:1, birthYear"
"main", "605", "ContactInfo.java:183", "Variable Write", "context=Contact:1#getBirthYear:5, result=2000"
"main", "606", "ContactInfo.java:183", "Method Exit", "returner=Contact:1#getBirthYear:5, value=2000"
"main", "607", "ContactInfo.java:134", "Method Returned", ""
"main", "608", "ContactInfo.java:134", "Line Step", "file=ContactInfo.java, line=134"
"main", "609", "ContactInfo.java:134", "Method Call", "caller=OldestContactIterator:1#sortByOldestAge:1, target=Contact:2#getBirthYear:6"
"main", "610", "ContactInfo.java:182", "Method Entered", ""
"main", "611", "ContactInfo.java:183", "Line Step", "file=ContactInfo.java, line=183"
"main", "612", "ContactInfo.java:183", "Field Read", "context=Contact:2, birthYear"
"main", "613", "ContactInfo.java:183", "Variable Write", "context=Contact:2#getBirthYear:6, result=2002"
"main", "614", "ContactInfo.java:183", "Method Exit", "returner=Contact:2#getBirthYear:6, value=2002"
"main", "615", "ContactInfo.java:134", "Method Returned", ""
"main", "616", "ContactInfo.java:134", "Line Step", "file=ContactInfo.java, line=134"
"main", "617", "ContactInfo.java:133", "Line Step", "file=ContactInfo.java, line=133"
"main", "618", "ContactInfo.java:133", "Variable Write", "context=OldestContactIterator:1#sortByOldestAge:1, j=2"
"main", "619", "ContactInfo.java:134", "Line Step", "file=ContactInfo.java, line=134"
"main", "620", "ContactInfo.java:134", "Method Call", "caller=OldestContactIterator:1#sortByOldestAge:1, target=Contact:1#getBirthYear:7"
"main", "621", "ContactInfo.java:182", "Method Entered", ""
"main", "622", "ContactInfo.java:183", "Line Step", "file=ContactInfo.java, line=183"
"main", "623", "ContactInfo.java:183", "Field Read", "context=Contact:1, birthYear"
"main", "624", "ContactInfo.java:183", "Variable Write", "context=Contact:1#getBirthYear:7, result=2000"
"main", "625", "ContactInfo.java:183", "Method Exit", "returner=Contact:1#getBirthYear:7, value=2000"
